alcohol_g_100g_ml,allowed_meals,carb_bucket,carb_conf,carb_evidence,carb_micro,carbohydrate_g_100g_ml,ciqual_code,energy_flag_ml,exclude,fat_g_100g_ml,fibres_g_100g_ml,is_baby_food,is_salty,is_sweet,kcal_calc_ml,kcal_sanitized,macro_tags,main_group,name,name_core,name_tags,protein_bucket,protein_conf,protein_evidence,protein_g_100g_ml,protein_micro,role_protein,role_side_carb,role_side_veg,salt_g_100g_ml,sub_group,sub_sub_group,sugars_g_100g_ml,tag_boiled,tag_breakfast_cereal,tag_breakfasty,tag_composite_dish_hint,tag_dairy_dessert_hint,tag_dessert_like,tag_drink,tag_fried,tag_fried_or_chips,tag_grilled,tag_healthy_fat_source,tag_heavy_sauce,tag_high_fibre_choice,tag_red_meat,tag_refined_carb,tag_roasted,tag_salad_like,tag_sauce_rich,tag_snack_like,tag_snackable,tag_starch_powder,tag_sugary_breakfast_cereal,tag_trans_risk,tag_ultra_processed_hint,tag_vegan_safe,tag_vegetarian_safe,uid,veg_bucket,veg_conf,veg_evidence,veg_micro,water_g_100g_ml,name_clean,canonical_name_guess,entity_level_guess,keep_for_food_db,review_flag,drop_reason
0.0,dinner;lunch,potatoes,0.9,macro:name_hints:potatoes,,16.2,25057,0,0,9.6,2.1,0,0,0,164.0,168.0,carb_high;fat_moderate,starters and dishes,"Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables, prepacked","Pre-fried potatoes, pan-fried, lardoons or chicken, and other",without_green_vegetables;prepacked,animal_lean,0.9,macro:name_hints:animal_lean,3.2,,1,1,0,0.6,dishes,"meat dishes, with starchy food",1.7,,0,0,,,0,,1.0,1,,0,0,0,0,0,,,,0,,,0,0,,,,pre-fried-potatoes-pan-fried-lardoons-or-chicken-and-other-without-green-vegetables-prepacked_25057,,,,,65.0,"pre-fried potatoes, pan-fried, lardoons or chicken, and other","pre-fried potatoes, pan-fried, lardoons or chicken, and other",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,grains_refined,0.9,macro:name_hints:grains_refined,,14.0,25127,0,0,4.53,2.1,0,0,0,127.5,132.0,protein_moderate;carb_moderate,starters and dishes,"Couscous royal (with different meats), prepacked",Couscous royal,with_different_meats;prepacked,eggs,0.0,,7.69,,1,1,0,0.88,dishes,"meat dishes, with starchy food",1.57,,0,1,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,couscous-royal-with-different-meats-prepacked_25127,,,,,69.2,couscous royal,couscous royal,recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,grains_refined,0.9,macro:name_hints:grains_refined,,15.6,25138,0,0,3.85,1.47,0,0,0,127.0,130.0,protein_moderate;carb_high,starters and dishes,Couscous w chicken,Couscous w chicken,,animal_lean,0.9,macro:name_hints:animal_lean,7.5,,1,1,0,0.79,dishes,"meat dishes, with starchy food",2.87,,0,1,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,couscous-w-chicken_25138,,,,,66.9,couscous w chicken,couscous w chicken,recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,grains_refined,0.9,macro:name_hints:grains_refined,,12.5,25152,0,0,4.73,2.53,0,0,0,122.9,128.0,protein_moderate;carb_moderate,starters and dishes,"Couscous w meat, prepacked",Couscous w meat,prepacked,eggs,0.0,,7.59,,1,1,0,0.78,dishes,"meat dishes, with starchy food",1.97,,0,1,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,couscous-w-meat-prepacked_25152,,,,,69.2,couscous w meat,couscous w meat,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,8.51,25195,0,0,9.06,1.55,0,0,0,142.9,146.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"Shepherd's pie with duck, prepacked",Shepherd's pie with duck,with_duck;prepacked,,,,6.82,,0,0,0,0.81,dishes,"meat dishes, with starchy food",1.96,,0,0,1.0,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,shepherd-s-pie-with-duck-prepacked_25195,,,,,69.9,shepherd's pie with duck,shepherd's pie with duck,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,10.5,25587,0,0,10.2,1.2,0,0,0,161.8,168.0,protein_moderate;carb_moderate;fat_high,starters and dishes,"Shepherd's pie with duck, prepacked, cooked","Shepherd's pie with duck, prepacked, cooked",with_duck;prepacked,,,,7.0,,0,0,0,0.74,dishes,"meat dishes, with starchy food",1.7,,0,0,1.0,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,shepherd-s-pie-with-duck-prepacked-cooked_25587,,,,,68.5,"shepherd's pie with duck, prepacked, cooked",shepherd's pie with duck,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,9.41,25002,0,0,5.77,3.55,0,0,0,121.8,129.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"White bean stew, canned",White bean stew,canned,veggie,0.0,,8.06,,1,0,0,0.97,dishes,"meat dishes, with vegetables/legume",1.06,,0,0,1.0,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,white-bean-stew-canned_25002,,,,,70.6,white bean stew,white bean stew,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,2.8,25003,0,0,8.06,2.71,0,0,0,104.0,109.0,protein_moderate;carb_low;fat_moderate,starters and dishes,"Sauerkraut, with garnish, prepacked",Sauerkraut,with_garnish;prepacked,,,,5.06,,0,0,0,1.39,dishes,"meat dishes, with vegetables/legume",0.66,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,sauerkraut-with-garnish-prepacked_25003,,,,,82.4,sauerkraut,sauerkraut,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,8.89,25010,0,0,4.87,2.83,0,0,0,112.4,118.0,protein_moderate;carb_moderate,starters and dishes,"Salt-cured pork belly with lentils, prepacked",Salt-cured pork belly with lentils,with_lentils;prepacked,lean_red,0.0,,8.24,,1,0,0,0.98,dishes,"meat dishes, with vegetables/legume",1.51,,0,0,,,0,,,0,,0,0,1,1,0,,,,0,,,0,0,,,,salt-cured-pork-belly-with-lentils-prepacked_25010,,,,,73.5,salt-cured pork belly with lentils,salt-cured pork belly with lentils,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.2,25013,0,0,2.02,1.5,0,0,0,74.6,77.5,protein_high;carb_low;fat_low,starters and dishes,"Boiled meat with vegetables, prepacked",Boiled meat with vegetables,with_vegetables;prepacked,,,,10.9,,0,0,0,0.32,dishes,"meat dishes, with vegetables/legume",1.5,1.0,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,boiled-meat-with-vegetables-prepacked_25013,,,,,82.9,boiled meat with vegetables,boiled meat with vegetables,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.3,25065,0,0,3.15,1.1,0,0,0,94.4,96.6,protein_high;carb_low,starters and dishes,Beef stew with carrots,Beef stew with carrots,with_carrots,lean_red,0.0,,13.2,,1,0,1,0.58,dishes,"meat dishes, with vegetables/legume",0.6,,0,0,1.0,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,beef-stew-with-carrots_25065,cooked,0.0,,,78.5,beef stew with carrots,beef stew with carrots,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,potatoes,0.9,macro:name_hints:potatoes,,3.7,25071,0,0,4.3,2.3,0,0,0,77.5,82.1,protein_moderate;carb_low,starters and dishes,"Pork sausage stew with cabbage, carrots and potatoes","Pork sausage stew with cabbage, carrots and potatoes",with_cabbage,processed_meat,0.9,macro:name_hints:processed_meat,6.0,,1,1,1,0.84,dishes,"meat dishes, with vegetables/legume",0.86,,0,0,1.0,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,pork-sausage-stew-with-cabbage-carrots-and-potatoes_25071,cruciferous,0.9,macro:name_hints:cruciferous,,82.5,"pork sausage stew with cabbage, carrots and potatoes","pork sausage stew with cabbage, carrots and potatoes",recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,8.6,25098,0,0,6.3,4.0,0,0,0,124.3,132.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"White bean stew, with pork, canned",White bean stew,with_pork;canned,veggie,0.0,,8.3,,1,0,0,1.1,dishes,"meat dishes, with vegetables/legume",1.8,,0,0,1.0,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,white-bean-stew-with-pork-canned_25098,,,,,71.1,white bean stew,white bean stew,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,10.1,25099,0,0,7.86,3.86,0,0,0,153.1,161.0,protein_high;carb_moderate;fat_moderate,starters and dishes,"White bean stew, with duck or goose, canned",White bean stew,with_duck_or_goose;canned,veggie,0.0,,10.5,,1,0,0,1.05,dishes,"meat dishes, with vegetables/legume",1.09,,0,0,1.0,,0,,,0,,0,0,1,0,1,,,,0,,,0,0,,,,white-bean-stew-with-duck-or-goose-canned_25099,,,,,68.6,white bean stew,white bean stew,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,2.0,25103,0,0,9.67,2.31,0,0,0,117.0,122.0,protein_moderate;carb_low;fat_moderate,starters and dishes,Stuffed tomatoes,Stuffed tomatoes,,,,,5.49,,0,0,1,0.7,dishes,"meat dishes, with vegetables/legume",0.88,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,stuffed-tomatoes_25103,salad_like,0.0,,,78.5,stuffed tomatoes,stuffed tomatoes,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,2.0,25106,0,0,6.6,3.13,0,0,0,88.6,94.9,protein_moderate;carb_low;fat_moderate,starters and dishes,"Stuffed cabbage, prepacked",Stuffed cabbage,prepacked,,,,5.3,,0,0,0,0.87,dishes,"meat dishes, with vegetables/legume",2.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,stuffed-cabbage-prepacked_25106,,,,,81.2,stuffed cabbage,stuffed cabbage,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,13.0,25111,0,0,3.35,3.56,0,0,0,110.7,118.0,protein_moderate;carb_moderate,starters and dishes,"Chili con carne, prepacked",Chili con carne,prepacked,,,,7.13,,0,0,0,0.93,dishes,"meat dishes, with vegetables/legume",2.58,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chili-con-carne-prepacked_25111,,,,,74.2,chili con carne,chili con carne,recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.16,25123,0,0,10.8,2.84,0,0,0,141.1,147.0,protein_moderate;carb_moderate;fat_high,starters and dishes,Moussaka,Moussaka,,eggs,0.0,,5.82,,1,0,0,0.97,dishes,"meat dishes, with vegetables/legume",3.01,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,moussaka_25123,,,,,76.0,moussaka,moussaka,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,potatoes,0.9,macro:name_hints:potatoes,,5.0,25124,0,0,8.61,1.65,0,0,0,129.7,133.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,Stewed lamb garnished with potatoes and other vegetables,Stewed lamb garnished with potatoes and other vegetables,with_potatoes_and_other_vegetables,lean_red,0.0,,8.05,,1,1,0,0.63,dishes,"meat dishes, with vegetables/legume",0.9,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,stewed-lamb-garnished-with-potatoes-and-other-vegetables_25124,,,,,73.7,stewed lamb garnished with potatoes and other vegetables,stewed lamb garnished with potatoes and other vegetables,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,4.5,25159,0,0,6.83,0.8,0,0,0,130.7,132.0,protein_high;carb_low;fat_moderate,starters and dishes,Mutton tagine,Mutton tagine,,,,,12.8,,0,0,0,0.99,dishes,"meat dishes, with vegetables/legume",2.4,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,mutton-tagine_25159,,,,,73.0,mutton tagine,mutton tagine,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.5,25164,0,0,4.08,0.6,0,0,0,95.5,96.7,protein_high;carb_low,starters and dishes,Osso buco,Osso buco,,,,,11.2,,0,0,0,1.47,dishes,"meat dishes, with vegetables/legume",1.1,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,osso-buco_25164,,,,,77.4,osso buco,osso buco,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,2.5,25190,0,0,6.4,1.3,0,0,0,104.8,107.0,protein_moderate;carb_low;fat_moderate,starters and dishes,"Chicken, Basque style, prepacked","Chicken, Basque style",prepacked,animal_lean,0.9,macro:name_hints:animal_lean,9.3,,1,0,0,0.89,dishes,"meat dishes, with vegetables/legume",2.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chicken-basque-style-prepacked_25190,,,,,,"chicken, basque style","chicken, basque style",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,14.4,25204,0,0,3.7,3.0,0,0,0,121.1,127.0,protein_moderate;carb_moderate,starters and dishes,"Chicken tagine, prepacked",Chicken tagine,prepacked,animal_lean,0.9,macro:name_hints:animal_lean,7.54,,1,0,0,1.17,dishes,"meat dishes, with vegetables/legume",6.8,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chicken-tagine-prepacked_25204,,,,,72.7,chicken tagine,chicken tagine,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,7.8,25205,0,0,3.0,,0,0,0,78.2,78.2,protein_moderate;carb_moderate,starters and dishes,"Chop suey (pork or chicken), prepacked",Chop suey,pork_or_chicken;prepacked,,,,5.0,,0,0,0,,dishes,"meat dishes, with vegetables/legume",,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,chop-suey-pork-or-chicken-prepacked_25205,,,,,,chop suey,chop suey,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.6,25511,0,0,3.0,1.4,0,0,0,67.0,69.8,protein_moderate;carb_low,starters and dishes,Stuffed vegetables (excluding tomato),Stuffed vegetables,excluding_tomato,,,,6.4,,0,0,0,0.69,dishes,"meat dishes, with vegetables/legume",2.59,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,stuffed-vegetables-excluding-tomato_25511,,,,,81.1,stuffed vegetables,stuffed vegetables,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,7.43,10082,0,0,2.24,0.53,0,0,0,91.1,92.0,protein_high;carb_moderate;fat_low,starters and dishes,"Mussels, in a shallot and white wine broth","Mussels, in a shallot and white wine broth",,,,,10.3,,0,0,0,0.69,dishes,"fish dishes, no garnish",1.05,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,mussels-in-a-shallot-and-white-wine-broth_10082,,,,,76.5,"mussels, in a shallot and white wine broth","mussels, in a shallot and white wine broth",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,4.43,10083,0,0,24.8,1.26,0,0,0,279.2,284.0,protein_moderate;carb_low;fat_high,starters and dishes,"Mussels, filled (fat, parsley and garlic…), prepacked","Mussels, filled",fat;parsley_and_garlic;prepacked,,,,9.56,,0,0,0,1.08,dishes,"fish dishes, no garnish",0.3,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,mussels-filled-fat-parsley-and-garlic-prepacked_10083,,,,,57.5,"mussels, filled","mussels, filled",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,8.39,25037,0,0,5.1,0.5,0,0,0,104.0,105.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"Fish or seafood au gratin, intended to be cook, prepacked","Fish or seafood au gratin, intended to be cook",prepacked,fish_white,0.0,,6.13,,1,0,0,0.82,dishes,"fish dishes, no garnish",2.48,,0,0,1.0,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-or-seafood-au-gratin-intended-to-be-cook-prepacked_25037,,,,,78.4,"fish or seafood au gratin, intended to be cook","fish or seafood au gratin, intended to be cook",recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,5.28,25038,0,0,7.5,0.7,0,0,0,115.4,117.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"Fish and shrimp 'au gratin', previously frozen, prepacked","Fish and shrimp 'au gratin', previously frozen",prepacked;frozen,fish_white,0.0,,6.69,,1,0,0,0.92,dishes,"fish dishes, no garnish",1.6,,0,0,1.0,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-and-shrimp-au-gratin-previously-frozen-prepacked_25038,,,,,78.2,"fish and shrimp 'au gratin', previously frozen","fish and shrimp 'au gratin', previously frozen",recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,7.43,25077,0,0,7.65,0.73,0,0,0,132.0,133.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"Salmon with sorrel, prepacked",Salmon with sorrel,with_sorrel;prepacked,fish_fatty,0.9,macro:name_hints:fish_fatty,8.36,,1,0,0,0.69,dishes,"fish dishes, no garnish",0.58,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,salmon-with-sorrel-prepacked_25077,,,,,71.2,salmon with sorrel,salmon with sorrel,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,5.3,25086,0,0,10.4,1.0,0,0,0,174.0,176.0,protein_high;carb_moderate;fat_high,starters and dishes,"Fish w bordelaise sauce, prepacked",Fish w bordelaise sauce,prepacked,fish_white,0.0,,14.8,,1,0,0,1.28,dishes,"fish dishes, no garnish",1.09,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-w-bordelaise-sauce-prepacked_25086,,,,,67.5,fish w bordelaise sauce,fish w bordelaise sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.1,25128,0,0,2.3,2.4,0,0,0,70.3,75.2,protein_moderate;carb_low;fat_low,starters and dishes,"White fish with Provencal-style sauce (tomato sauce), prepacked",White fish with Provencal-style sauce,style:provencal;with_provencal_style_sauce;tomato_sauce;prepacked,fish_white,0.0,,9.31,,1,0,0,0.7,dishes,"fish dishes, no garnish",2.0,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-provencal-style-sauce-tomato-sauce-prepacked_25128,,,,,83.6,white fish with provencal-style sauce,white fish with provencal-style sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,2.9,25140,0,0,4.35,2.0,0,0,0,96.4,100.0,protein_high;carb_low,starters and dishes,"White fish with Florentine-style sauce (spinach sauce), prepacked",White fish with Florentine-style sauce,style:florentine;with_florentine_style_sauce;spinach_sauce;prepacked,fish_white,0.0,,11.4,,1,0,0,0.56,dishes,"fish dishes, no garnish",1.95,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-florentine-style-sauce-spinach-sauce-prepacked_25140,,,,,,white fish with florentine-style sauce,white fish with florentine-style sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,2.2,25141,0,0,2.8,,0,0,0,80.0,80.0,protein_high;carb_low;fat_low,starters and dishes,"White fish with shallots, mussels and white wine sauce, prepacked","White fish with shallots, mussels and white wine sauce",with_shallots;prepacked,fish_white,0.0,,11.5,,1,0,0,,dishes,"fish dishes, no garnish",,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-shallots-mussels-and-white-wine-sauce-prepacked_25141,,,,,,"white fish with shallots, mussels and white wine sauce","white fish with shallots, mussels and white wine sauce",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,5.4,25142,0,0,3.6,0.0,0,0,0,90.8,90.8,protein_moderate;carb_moderate,starters and dishes,"White fish with mustard sauce, prepacked",White fish with mustard sauce,with_mustard_sauce;prepacked,fish_white,0.0,,9.2,,1,0,0,,dishes,"fish dishes, no garnish",,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-mustard-sauce-prepacked_25142,,,,,,white fish with mustard sauce,white fish with mustard sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.0,25143,0,0,3.25,1.0,0,0,0,77.9,79.9,protein_moderate;carb_low,starters and dishes,"White fish with Parisian-style sauce (mushrooms sauce), prepacked",White fish with Parisian-style sauce,style:parisian;with_parisian_style_sauce;mushrooms_sauce;prepacked,fish_white,0.0,,9.16,,1,0,0,0.55,dishes,"fish dishes, no garnish",0.86,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-parisian-style-sauce-mushrooms-sauce-prepacked_25143,,,,,84.2,white fish with parisian-style sauce,white fish with parisian-style sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,4.2,25145,0,0,2.8,0.0,0,0,0,77.2,77.2,protein_moderate;carb_low;fat_low,starters and dishes,"White fish with tarragon sauce, prepacked",White fish with tarragon sauce,with_tarragon_sauce;prepacked,fish_white,0.0,,8.8,,1,0,0,,dishes,"fish dishes, no garnish",,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-tarragon-sauce-prepacked_25145,,,,,,white fish with tarragon sauce,white fish with tarragon sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.9,25146,0,0,5.5,1.0,0,0,0,112.3,114.0,protein_high;carb_low;fat_moderate,starters and dishes,"White fish with sorrel sauce, prepacked",White fish with sorrel sauce,with_sorrel_sauce;prepacked,fish_white,0.0,,11.8,,1,0,0,0.88,dishes,"fish dishes, no garnish",1.65,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,white-fish-with-sorrel-sauce-prepacked_25146,,,,,78.6,white fish with sorrel sauce,white fish with sorrel sauce,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,0.4,25210,0,0,16.2,2.4,0,0,0,222.6,227.0,protein_high;carb_low;fat_high,starters and dishes,"Stuffed salmon, prepacked",Stuffed salmon,prepacked,fish_fatty,0.9,macro:name_hints:fish_fatty,18.8,,1,0,0,0.65,dishes,"fish dishes, no garnish",0.4,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,stuffed-salmon-prepacked_25210,,,,,,stuffed salmon,stuffed salmon,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,0.86,25539,0,0,5.71,0.29,0,0,0,126.8,127.0,protein_high;carb_low;fat_moderate,starters and dishes,Fish on skewer,Fish on skewer,,fish_white,0.0,,18.0,,1,0,0,0.56,dishes,"fish dishes, no garnish",0.85,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-on-skewer_25539,,,,,73.8,fish on skewer,fish on skewer,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,1.5,25540,0,0,1.5,0.0,0,0,0,93.5,93.5,protein_high;carb_low;fat_low,starters and dishes,Shrimps on skewer,Shrimps on skewer,,,,,18.5,,0,0,0,0.35,dishes,"fish dishes, no garnish",0.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,shrimps-on-skewer_25540,,,,,75.0,shrimps on skewer,shrimps on skewer,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,3.18,26054,0,0,7.05,1.25,0,0,0,129.4,132.0,protein_high;carb_low;fat_moderate,starters and dishes,"Fish, in sauce, frozen","Fish, in sauce",frozen,fish_white,0.0,,13.3,,1,0,0,0.82,dishes,"fish dishes, no garnish",1.3,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-in-sauce-frozen_26054,,,,,75.0,"fish, in sauce","fish, in sauce",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,0.0,26140,0,0,5.52,0.0,0,0,0,143.7,144.0,protein_high;carb_low;fat_moderate,starters and dishes,"Fish, cooked (average)","Fish, cooked",note:average,fish_white,0.0,,23.5,,1,0,0,0.54,dishes,"fish dishes, no garnish",0.0,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-cooked-average_26140,,,,,69.3,"fish, cooked",fish,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,0.0,26249,0,0,2.18,0.0,0,0,0,107.6,107.0,protein_high;carb_low;fat_low,starters and dishes,"Fish, white, without skin, cooked","Fish, white, cooked",without_skin,fish_white,0.0,,22.0,,1,0,0,0.88,dishes,"fish dishes, no garnish",0.0,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,fish-white-without-skin-cooked_26249,,,,,74.0,"fish, white, cooked","fish, white",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,0.0,26250,0,0,2.0,0.0,0,0,0,106.4,106.0,protein_high;carb_low;fat_low,starters and dishes,"Marine fish, white, without skin, cooked","Marine fish, white, cooked",without_skin,fish_white,0.0,,22.1,,1,0,0,0.98,dishes,"fish dishes, no garnish",0.0,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,marine-fish-white-without-skin-cooked_26250,,,,,74.0,"marine fish, white, cooked","marine fish, white",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,17.1,25031,0,0,4.9,1.85,0,0,0,143.9,148.0,protein_moderate;carb_high,starters and dishes,Paëlla,Paëlla,,,,,7.86,,0,0,0,0.87,dishes,"fish dishes, with starchy food",1.2,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,paella_25031,,,,,66.9,paella,paella,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,grains_refined,0.9,macro:name_hints:grains_refined,,14.2,25107,0,0,1.6,1.7,0,0,0,101.2,105.0,protein_moderate;carb_moderate;fat_low,starters and dishes,Couscous w fish,Couscous w fish,,fish_white,0.0,,7.5,,1,1,0,0.84,dishes,"fish dishes, with starchy food",1.7,,0,0,,,0,,,0,,0,0,0,0,1,,,,0,,,0,0,,,,couscous-w-fish_25107,,,,,75.6,couscous w fish,couscous w fish,recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,8.57,25154,0,0,6.15,1.1,0,0,0,115.2,117.0,protein_moderate;carb_moderate;fat_moderate,starters and dishes,"Fish brandade or fish shepherd's pie, prepacked",Fish brandade or fish shepherd's pie,prepacked,fish_white,0.0,,6.39,,1,0,0,0.81,dishes,"fish dishes, with starchy food",1.62,,0,0,1.0,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,fish-brandade-or-fish-shepherd-s-pie-prepacked_25154,,,,,74.9,fish brandade or fish shepherd's pie,fish brandade or fish shepherd's pie,recipe_like,False,False,tag_composite_dish_hint
0.0,dinner;lunch,,,,,26.9,25456,0,0,3.7,0.9,0,0,0,167.7,171.0,protein_moderate;carb_high,starters and dishes,Sushi or maki with seafood products,Sushi or maki with seafood products,with_seafood_products,,,,6.69,,0,0,0,0.55,dishes,"fish dishes, with starchy food",4.93,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,sushi-or-maki-with-seafood-products_25456,,,,,60.3,sushi or maki with seafood products,sushi or maki with seafood products,recipe_like,False,False,main_group:starters and dishes
