recipe_id_candidate,source_index,display_name,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_grams_estimated,parse_status,fooddb_version_used,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,6,¼ cup chopped fresh basil,chopped fresh basil,basil,0.25,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_basil_dried
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,8,water as needed,water,water,,,,review_needed,fooddb_v1_1_draft_round2,food_water_municipal,water_municipal,review_needed,low,review_promotion_v1_1,review_promotion_v1_1:water_low_macro_impact; parse_status_review_gate
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,2,1/2 cup quinoa or rice,quinoa or rice,quinoa or rice,0.5,cup,92.5,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,1,"1 large tomato, cut into 8 slices",tomato,tomato,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin"
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,6,1/3 cup chopped fresh parsley,chopped fresh parsley,parsley,0.3333,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_parsley_dried
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,3,1 pinch salt and freshly ground black pepper to taste,salt and freshly ground black pepper,salt and freshly black pepper,1.0,pinch,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),6,"4 ounces boneless pork loin, cut into 1-inch cubes",pork loin,pork loin,4.0,ounce,113.4,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=3; preview=food_pork_loin_cooked,food_pork_loin_raw,food_pork_loin_roasted_baked"
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),7,salt and ground black pepper to taste,salt and ground black pepper,salt and black pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),8,4 ounces peeled and deveined prawns,peeled and deveined prawns,and deveined prawns,4.0,ounce,113.4,parsed_clean,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),9,"1 small tomato, diced",tomato,tomato,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin"
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),10,"3 cups chicken broth, or more as needed",chicken broth,chicken broth,3.0,cup,720,review_needed,fooddb_v1_1_draft_round2,food_chicken_broth_ready_to_serve,chicken_broth_ready_to_serve,review_needed,low,round2_promotion_v1_1,round2_promotion_v1_1:chicken_broth_exact; parse_status_review_gate
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),6,"1 tablespoon dried mint, crushed",dried mint,mint,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_mint_dried
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),7,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,7,1 (10 ounce) can tomato sauce,tomato sauce,tomato sauce,1.0,can,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_tomato_sauce_with_meat_or_bolognese_sauce_prepacked,food_tomato_sauce_with_onions_prepacked"
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,12,"1 pinch cayenne pepper, or to taste",cayenne pepper,cayenne pepper,1.0,pinch,,review_needed,fooddb_v1_1_draft_round2,food_cayenne_pepper,cayenne_pepper,review_needed,low,exact_match,exact display_name match; parse_status_review_gate
recipes_v1_1_candidate_076,55386,Shrimp Vermicelli Salad,4,1 tablespoon chopped fresh parsley,chopped fresh parsley,parsley,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_parsley_dried
recipes_v1_1_candidate_076,55386,Shrimp Vermicelli Salad,7,1 cup mayonnaise,mayonnaise,mayonnaise,1.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_076,55386,Shrimp Vermicelli Salad,9,salt and pepper to taste,salt and pepper,salt and pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",6,1 teaspoon ground ginger,ground ginger,ginger,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_ginger_powder,food_ginger_raw"
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",8,2 tablespoons mayonnaise,mayonnaise,mayonnaise,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_079,34517,Chinese Garlic Green Beans,1,"1 tablespoon oil, peanut or sesame",peanut or sesame,peanut or sesame,1.0,tablespoon,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,5,1 cup basmati rice,basmati rice,basmati rice,1.0,cup,185.0,parsed_clean,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_basmati_rice_raw
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,9,salt and ground black pepper to taste,salt and ground black pepper,salt and black pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,7,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,8,ground black pepper to taste,ground black pepper,black pepper,,,,review_needed,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder; parse_status_review_gate
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,12,8 slices tomato,tomato,tomato,8.0,slice,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin"
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,7,"1 large potato, chopped",potato,potato,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_potato_boiled_cooked_in_water,food_potato_canned_drained,food_potato_cooked,food_potato_roasted_baked"
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,8,"1 medium parsnip, chopped",parsnip,parsnip,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_parsnip_cooked,food_parsnip_raw"
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,9,"½ head broccoli, cut into florets",broccoli,broccoli,0.5,head,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=7; preview=food_broccoli_boiled_cooked_in_water_crunchy,food_broccoli_boiled_cooked_in_water_tender,food_broccoli_cooked,food_broccoli_frozen_cooked,food_broccoli_frozen_raw"
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,10,"¼ head cauliflower, cut into florets",cauliflower,cauliflower,0.25,head,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=5; preview=food_cauliflower_cooked,food_cauliflower_frozen_cooked,food_cauliflower_frozen_raw,food_cauliflower_raw,food_cauliflower_steamed"
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,3,"3/4 teaspoon salt, divided, or to taste",salt,salt,0.75,teaspoon,4.5,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,15,"parsley, for garnish (optional)",parsley,parsley,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_parsley_dried
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,4,1/4 teaspoon white pepper,white pepper,white pepper,0.25,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_white_pepper_powder
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,13,"shredded iceberg lettuce, to taste",shredded iceberg lettuce,iceberg lettuce,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_iceberg_lettuce_raw
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,14,3 tablespoons mayonnaise,mayonnaise,mayonnaise,3.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,2,salt and freshly ground black pepper,salt and freshly ground black pepper,salt and freshly black pepper,,,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,4,1 teaspoon ground turmeric,ground turmeric,turmeric,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_turmeric_powder
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,6,2 teaspoons fresh ginger,fresh ginger,ginger,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_ginger_powder,food_ginger_raw"
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,8,1 cup tomato,tomato,tomato,1.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin"
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,11,1 pinch ground cinnamon,ground cinnamon,cinnamon,1.0,pinch,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_cinnamon_powder
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,7,½ teaspoon lemon zest,lemon zest,lemon zest,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_lemon_zest_raw
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,8,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,12,3 tablespoons chopped fresh parsley,chopped fresh parsley,parsley,3.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_parsley_dried
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,13,1 tablespoon chopped fresh basil,chopped fresh basil,basil,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_basil_dried
recipes_v1_1_candidate_088,41037,African Chicken Stew,2,"1 (3 pound) roasting chicken, deboned and cut into bite size pieces",deboned and cut into bite size pieces,deboned and cut into bite size pieces,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_088,41037,African Chicken Stew,3,"1 large potato, diced",potato,potato,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=4; preview=food_potato_boiled_cooked_in_water,food_potato_canned_drained,food_potato_cooked,food_potato_roasted_baked"
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,6,"1 apple, cored and diced",cored and diced,cored and,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,8,1 cup mayonnaise,mayonnaise,mayonnaise,1.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_090,673,BBQ Meatballs,1,"1 pound ground beef, 20% fat or higher preferred",20% fat or higher preferred,20 fat or higher preferred,1.0,pound,453.59,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_090,673,BBQ Meatballs,10,1/2 teaspoon oregano,oregano,oregano,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_oregano_dried
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,5,1 teaspoon chopped fresh sage,chopped fresh sage,sage,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_sage_dried
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,8,ground black pepper to taste,ground black pepper,black pepper,,,,review_needed,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder; parse_status_review_gate
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,7,2 cups quinoa,quinoa,quinoa,2.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_quinoa_boiled_cooked_in_water_unsalted,food_quinoa_raw"
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,9,1 teaspoon ground ginger,ground ginger,ginger,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_ginger_powder,food_ginger_raw"
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,8,salt and ground black pepper to taste,salt and ground black pepper,salt and black pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,8,½ teaspoon ground cinnamon,ground cinnamon,cinnamon,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_cinnamon_powder
recipes_v1_1_candidate_097,15181,Granny's Easy Chili,10,salt and pepper to taste,salt and pepper,salt and pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,5,½ teaspoon ground turmeric,ground turmeric,turmeric,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_turmeric_powder
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,10,4 cups chopped fresh spinach,chopped fresh spinach,spinach,4.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=6; preview=food_spinach_boiled_cooked_in_water,food_spinach_canned_drained,food_spinach_cooked,food_spinach_frozen_cooked,food_spinach_frozen_raw"
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,11,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,7,"3 jalapeno peppers, seeded and minced",seeded and minced,seeded and,3.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,13,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_100,731,Easy Deviled Egg Potato Salad,3,1/4 cup mayonnaise,mayonnaise,mayonnaise,0.25,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_101,15553,Simple Hot and Sour Soup,4,"1 (8 ounce) can bamboo shoots, cut into thin matchstick-size pieces",bamboo shoots,bamboo shoots,1.0,can,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_bamboo_shoots_canned_drained,food_bamboo_shoots_raw"
recipes_v1_1_candidate_101,15553,Simple Hot and Sour Soup,6,1 teaspoon ground white pepper,ground white pepper,white pepper,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_white_pepper_powder
recipes_v1_1_candidate_101,15553,Simple Hot and Sour Soup,11,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_103,60492,Breadless Stuffing,10,2 teaspoons dried sage,dried sage,sage,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_sage_dried
recipes_v1_1_candidate_104,30139,Steak Fried Rice,10,1 teaspoon grated ginger,grated ginger,ginger,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_ginger_powder,food_ginger_raw"
recipes_v1_1_candidate_105,37080,Spinach and Ricotta Tortellini,1,"10 cups fresh spinach, trimmed",fresh spinach,spinach,10.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=6; preview=food_spinach_boiled_cooked_in_water,food_spinach_canned_drained,food_spinach_cooked,food_spinach_frozen_cooked,food_spinach_frozen_raw"
recipes_v1_1_candidate_105,37080,Spinach and Ricotta Tortellini,3,salt to taste,salt,salt,,,,review_needed,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment; parse_status_review_gate
recipes_v1_1_candidate_105,37080,Spinach and Ricotta Tortellini,8,ground black pepper to taste,ground black pepper,black pepper,,,,review_needed,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder; parse_status_review_gate
recipes_v1_1_candidate_106,46275,Cabbage Fried Rice,11,2 teaspoons ginger,ginger,ginger,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_ginger_powder,food_ginger_raw"
recipes_v1_1_candidate_107,39511,American Potato Salad,3,2 cups mayonnaise,mayonnaise,mayonnaise,2.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_108,662,Steak and Broccoli Stir Fry,3,salt and freshly ground black pepper to taste,salt and freshly ground black pepper,salt and freshly black pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,compound_or_alternative_ingredient_name
recipes_v1_1_candidate_108,662,Steak and Broccoli Stir Fry,8,2 tablespoons fresh ginger,fresh ginger,ginger,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_ginger_powder,food_ginger_raw"
recipes_v1_1_candidate_108,662,Steak and Broccoli Stir Fry,9,1 shallot,shallot,shallot,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=3; preview=food_shallot_cooked,food_shallot_grilled_pan_fried_without_fat,food_shallot_raw"
recipes_v1_1_candidate_110,42369,Cold Rice Salad,11,"1 bunch raw broccoli, with stalk, chopped",raw broccoli,broccoli,1.0,bunch,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=7; preview=food_broccoli_boiled_cooked_in_water_crunchy,food_broccoli_boiled_cooked_in_water_tender,food_broccoli_cooked,food_broccoli_frozen_cooked,food_broccoli_frozen_raw"
recipes_v1_1_candidate_111,52973,Nut Loaf Supreme,7,1 teaspoon dried marjoram,dried marjoram,marjoram,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_marjoram_dried
recipes_v1_1_candidate_111,52973,Nut Loaf Supreme,8,1 teaspoon dried sage,dried sage,sage,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_sage_dried
recipes_v1_1_candidate_111,52973,Nut Loaf Supreme,11,1 ½ cups cooked wild rice,cooked wild rice,wild rice,1.5,cup,277.5,parsed_clean,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_wild_rice_cooked_unsalted,food_wild_rice_raw"
recipes_v1_1_candidate_111,52973,Nut Loaf Supreme,14,2 tablespoons chopped fresh parsley,chopped fresh parsley,parsley,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_parsley_dried
recipes_v1_1_candidate_113,13881,Campfire Carnitas,1,4 pounds pork shoulder,pork shoulder,pork shoulder,4.0,pound,1814.37,parsed_clean,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_pork_shoulder_cooked,food_pork_shoulder_raw"
recipes_v1_1_candidate_113,13881,Campfire Carnitas,4,1/2 teaspoon oregano,oregano,oregano,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_oregano_dried
recipes_v1_1_candidate_113,13881,Campfire Carnitas,6,"1 chili pepper,",chili pepper,chili pepper,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_chili_pepper_raw
recipes_v1_1_candidate_114,42380,Fried Rice with Tofu,1,½ cup tofu,tofu,tofu,0.5,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_tofu_plain,food_tofu_smoked"
recipes_v1_1_candidate_114,42380,Fried Rice with Tofu,2,"3 tablespoons soy sauce, divided, or to taste",soy sauce,soy sauce,3.0,tablespoon,48.0,review_needed,fooddb_v1_1_draft_round2,food_soy_sauce_prepacked,soy_sauce_prepacked,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:soy sauce->food_soy_sauce_prepacked; parse_status_review_gate
recipes_v1_1_candidate_114,42380,Fried Rice with Tofu,6,"2 ½ cups cooked rice, or to taste",cooked rice,rice,2.5,cup,462.5,review_needed,fooddb_v1_1_draft_round2,food_rice_cooked_unsalted,rice_cooked_unsalted,review_needed,low,review_promotion_v1_1,review_promotion_v1_1:rice_preparation_clear:cooked rice; parsed_name=cooked rice; parse_status_review_gate
