recipe_id_candidate,display_name,ingredient_position,ingredient_raw_text,ingredient_name_normalized,quantity_value,quantity_unit,defer_reason,suggested_future_rule
recipes_v1_1_candidate_036,Prime Rib Soup,5,1 (8 ounce) package sliced fresh mushrooms,mushrooms,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_036,Prime Rib Soup,8,¼ cup chopped fresh chives,chives,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,1,1 turkey carcass,turkey carcass,1.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,4,"1 stalk celery, roughly chopped",celery,1.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,5,"1 head garlic, halved",garlic,1.0,head,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,6,1 teaspoon dried rosemary,rosemary,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,8,2 bay leaves,bay leaves,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,9,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,10,"2 quarts water, or as needed",quarts water,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,1,1 cup dried black-eyed peas,black eyed peas,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,3,1 cup lean diced ham,ham,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,5,½ cup chopped green bell pepper,green bell pepper,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,8,2 bay leaves,bay leaves,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,9,"2 pinches paprika, or more to taste",pinches paprika,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,10,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_040,Quinoa Chard Pilaf,4,"2 cups uncooked quinoa, rinsed",uncooked quinoa,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_040,Quinoa Chard Pilaf,5,"1 cup canned lentils, rinsed",canned lentils,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_040,Quinoa Chard Pilaf,7,1 quart vegetable broth,quart vegetable broth,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_040,Quinoa Chard Pilaf,8,"1 bunch Swiss chard, stems removed",stems removed,1.0,bunch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_041,Harvest Patties,1,"3 yellow potatoes, peeled and grated",yellow potatoes,3.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_041,Harvest Patties,3,"1 parsnip, peeled and grated",parsnip,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_041,Harvest Patties,4,1 ½ cups grated butternut squash,butternut squash,1.5,cup,butter_deferred_until_mapping_decision,decide_butter_mapping_then_add_tablespoon_cup_rules
recipes_v1_1_candidate_041,Harvest Patties,7,1 tablespoon ground cinnamon,cinnamon,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_042,Greek Feta and Spinach Potato Casserole,6,2 tablespoons green onions,green onions,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_042,Greek Feta and Spinach Potato Casserole,7,2 teaspoons lemon zest,lemon zest,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_042,Greek Feta and Spinach Potato Casserole,10,cayenne pepper,cayenne pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_042,Greek Feta and Spinach Potato Casserole,13,1/4 cup mint leaves,mint leaves,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_043,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",5,1/2 teaspoon red pepper flakes (optional),red pepper flakes,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_043,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",6,6 slices bacon,bacon,6.0,slice,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_043,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",11,1/2 teaspoon paprika,paprika,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,2,2 cups chopped baby carrots,baby carrots,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,4,"4 stalks celery, chopped",celery,4.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,6,1 tablespoon dried rosemary,rosemary,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,9,"4 skinless, boneless chicken breast halves, chopped",chicken breast halves,4.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,10,"1 (10 ounce) can refrigerated biscuit dough, separated and chopped",refrigerated biscuit dough,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_045,BLT Pasta Carbonara,6,salt and freshly ground black pepper to taste,salt and freshly black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_045,BLT Pasta Carbonara,9,"1 pint cherry tomatoes, halved",pint cherry tomatoes,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_045,BLT Pasta Carbonara,10,"1 bunch fresh spinach, stems removed and leaves torn into bite-sized pieces",stems removed and leaves torn into bite sized pieces,1.0,bunch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_046,Alison's Slow Cooker Vegetable Beef Soup,4,1 (28 ounce) can crushed tomatoes,tomatoes,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_046,Alison's Slow Cooker Vegetable Beef Soup,5,1 (16 ounce) package frozen mixed vegetables,mixed vegetables,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_046,Alison's Slow Cooker Vegetable Beef Soup,6,"2 potatoes, peeled and cubed",potatoes,2.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_046,Alison's Slow Cooker Vegetable Beef Soup,7,"10 cubes beef bouillon, crumbled",beef bouillon,10.0,cube,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_047,Greek Green Beans,2,2 cups chopped onions,onions,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_047,Greek Green Beans,5,"3 large tomatoes, diced",tomatoes,3.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_047,Greek Green Beans,7,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_048,Baked Rigatoni,4,"2 (28 ounce) cans Italian-style crushed tomatoes, undrained",italian style tomatoes,2.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_048,Baked Rigatoni,6,3 tablespoons chopped fresh basil,basil,3.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_048,Baked Rigatoni,7,1 tablespoon chopped fresh oregano,oregano,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_048,Baked Rigatoni,8,1 tablespoon chopped fresh parsley,parsley,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_048,Baked Rigatoni,9,1 ½ (16 ounce) packages rigatoni pasta,rigatoni pasta,1.5,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_048,Baked Rigatoni,12,aluminum foil,aluminum foil,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_049,Classic Goulash,6,2 (15 ounce) cans tomato sauce,tomato sauce,2.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_049,Classic Goulash,7,2 (14.5 ounce) cans diced tomatoes,tomatoes,2.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_049,Classic Goulash,9,2 tablespoons dried Italian herb seasoning,italian herb seasoning,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_049,Classic Goulash,11,3 bay leaves,bay leaves,3.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_049,Classic Goulash,12,2 cups uncooked elbow macaroni,uncooked elbow macaroni,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,6,1/2 teaspoon crushed red pepper,red pepper,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,8,4 cups zucchini (about 2 zucchini),zucchini,4.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,10,2 cups reduced-sodium chicken broth,reduced sodium chicken broth,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,11,1 teaspoon lemon zest,lemon zest,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,12,2 tablespoons lemon juice,lemon juice,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,13,1 cup feta cheese,feta cheese,1.0,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,14,"1 cup provolone cheese, divided",provolone cheese,1.0,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,15,"3 tablespoons fresh parsley, divided",parsley,3.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_050,Zucchini Chicken Rice Casserole,16,2 tablespoons fresh mint,mint,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_051,Cabbage Borsht,2,1 gallon water,gallon water,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_051,Cabbage Borsht,3,1 (10.75 ounce) can condensed tomato soup,condensed tomato soup,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_051,Cabbage Borsht,5,"1 large head cabbage, cored and shredded",head cabbage,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_051,Cabbage Borsht,6,3 large peeled and diced red potatoes,and red potatoes,3.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_051,Cabbage Borsht,9,3 bay leaves,bay leaves,3.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_051,Cabbage Borsht,10,2 tablespoons chopped fresh parsley,parsley,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_051,Cabbage Borsht,11,1 bunch chopped fresh dill,dill,1.0,bunch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_052,Teriyaki Chicken with Mushrooms and Broccoli,1,½ cup soy sauce,soy sauce,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_052,Teriyaki Chicken with Mushrooms and Broccoli,5,"4 teaspoons fresh ginger, minced",ginger,4.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_052,Teriyaki Chicken with Mushrooms and Broccoli,11,1 (8 ounce) package sliced mushrooms,mushrooms,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_053,Baked Chicken and Vegetable Rice Paper Rolls,3,2 teaspoons minced fresh ginger,ginger,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_053,Baked Chicken and Vegetable Rice Paper Rolls,5,2 cups shredded cooked chicken,chicken,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_053,Baked Chicken and Vegetable Rice Paper Rolls,6,1 cup shredded cabbage,cabbage,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_053,Baked Chicken and Vegetable Rice Paper Rolls,9,2 tablespoons dry garlic sauce,dry garlic sauce,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_053,Baked Chicken and Vegetable Rice Paper Rolls,11,12 rice paper wrappers,rice paper wrappers,12.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_054,Dad's Lima Bean Soup with Ham Bone,1,1 ham bone with some meat,ham bone with some meat,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_054,Dad's Lima Bean Soup with Ham Bone,3,1 (16 ounce) package dried lima beans,lima beans,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_054,Dad's Lima Bean Soup with Ham Bone,5,"4 stalks celery, diced",celery,4.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_055,Chicken Adobo Fried Rice,4,1/2 cup green peas,green peas,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_055,Chicken Adobo Fried Rice,11,1 pinch white pepper,white pepper,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_056,Braised Beef Short Ribs,3,1 pinch ground black pepper,black pepper,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_056,Braised Beef Short Ribs,7,1 cup stewed tomatoes,stewed tomatoes,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_056,Braised Beef Short Ribs,9,"6 potatoes, peeled and cubed",potatoes,6.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_056,Braised Beef Short Ribs,12,1 ½ tablespoons all-purpose flour,all purpose flour,1.5,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,1,2 tablespoons garlic powder,garlic powder,2.0,tablespoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,2,2 tablespoons onion powder,onion powder,2.0,tablespoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,3,1 tablespoon cayenne pepper,cayenne pepper,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,4,1 tablespoon rubbed sage,rubbed sage,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,5,1 tablespoon ground nutmeg,nutmeg,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,7,salt and pepper to taste,salt and pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,11,1 cup chopped red bell pepper,red bell pepper,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,12,1 (16 ounce) package dried lima beans,lima beans,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,1,½ (8 ounce) package pancit bihon (rice noodles),pancit bihon,0.5,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,5,1 cup chopped cooked chicken,chicken,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,6,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,7,"2 cups fresh shrimp, peeled and deveined",shrimp,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,9,"1 small head cabbage, shredded",head cabbage,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,10,"2 stalks celery, sliced",celery,2.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,13,½ (8 ounce) package pancit canton (yellow Chinese noodles),pancit canton,0.5,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_059,Italian Meatballs on Parmesan Noodles,3,1/4 cup chopped fresh parsley,parsley,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_059,Italian Meatballs on Parmesan Noodles,5,1/2 tablespoon garlic or garlic paste,garlic or garlic paste,0.5,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_059,Italian Meatballs on Parmesan Noodles,9,1/2 teaspoon red pepper flakes,red pepper flakes,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_059,Italian Meatballs on Parmesan Noodles,12,1 1/4 cups beef broth,beef broth,1.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_061,Zoodles alla Carbonara,3,"⅔ cup shredded Pecorino cheese, or to taste",or,0.6667,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_061,Zoodles alla Carbonara,6,"1 extra large zucchini, cut into noodle-shape strands",zucchini,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_061,Zoodles alla Carbonara,7,2 tablespoons grated Parmigiano-Reggiano cheese,parmigiano reggiano cheese,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_064,Sweet and Spicy Green Beans,4,1 teaspoon garlic chili sauce,garlic chili sauce,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_064,Sweet and Spicy Green Beans,6,2 teaspoons canola oil,canola oil,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_065,Vegetarian Refried Beans,3,"1 medium tomato, diced",tomato,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_065,Vegetarian Refried Beans,4,2 tablespoons ground cumin,cumin,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_065,Vegetarian Refried Beans,5,1 tablespoon chili powder,chili powder,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_065,Vegetarian Refried Beans,7,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_066,Jasmine Rice,2,2 tablespoons chopped onion,onion,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_066,Jasmine Rice,3,¼ cup green peas,green peas,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_066,Jasmine Rice,4,1 bay leaf,bay leaf,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_066,Jasmine Rice,7,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_067,Simple Cauliflower Soup,3,"1 head cauliflower, broken into small florets",cauliflower,1.0,head,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_067,Simple Cauliflower Soup,4,"1 potato, peeled and diced",potato,1.0,count,potato_count_deferred_size_ambiguous,add_potato_count_rule_only_with_size_signal
recipes_v1_1_candidate_067,Simple Cauliflower Soup,5,2 cups vegetable stock,vegetable stock,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_067,Simple Cauliflower Soup,7,salt and pepper to taste,salt and pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_068,Instant Pot Potato and Bacon Soup,2,"6 slices bacon, chopped",bacon,6.0,slice,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_068,Instant Pot Potato and Bacon Soup,4,"2 ribs celery, sliced",ribs celery,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_068,Instant Pot Potato and Bacon Soup,6,1 teaspoon ground thyme,thyme,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_068,Instant Pot Potato and Bacon Soup,12,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,1,1 (8 ounce) package rice vermicelli,rice vermicelli,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,3,8 rice wrappers (6.5 inch diameter),rice wrappers,8.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,4,"1 carrot, julienned",julienned,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,5,1 cup shredded lettuce,lettuce,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,6,¼ cup chopped fresh basil,basil,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,7,½ cup hoisin sauce,hoisin sauce,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_069,Vietnamese Salad Rolls,8,water as needed,water,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,3,1/4 cup honey,honey,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,4,1 teaspoon smoked paprika,smoked paprika,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,5,1/4 teaspoon garlic powder,garlic powder,0.25,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,6,1/4 teaspoon onion powder,onion powder,0.25,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,7,1/4 teaspoon cayenne pepper,cayenne pepper,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,10,"2 (4 ounce) salmon fillets,",salmon fillets,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,12,"1/2 English cucumber, sliced",english cucumber,0.5,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,13,1/2 cup cherry tomatoes,cherry tomatoes,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,15,1/4 cup olives,olives,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_071,Roasted Tomato Hummus Toast,1,"1 large tomato, cut into 8 slices",tomato,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_071,Roasted Tomato Hummus Toast,3,salt,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_071,Roasted Tomato Hummus Toast,6,1/3 cup chopped fresh parsley,parsley,0.3333,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_071,Roasted Tomato Hummus Toast,8,2 tablespoons fresh lemon juice,lemon juice,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_071,Roasted Tomato Hummus Toast,10,8 slices sourdough bread,sourdough bread,8.0,slice,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_071,Roasted Tomato Hummus Toast,11,2 teaspoons za'atar,za atar,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_072,Dutch Oven Chili Colorado,1,4 ancho chiles,ancho chiles,4.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_072,Dutch Oven Chili Colorado,3,1 pinch salt and freshly ground black pepper to taste,salt and freshly black pepper,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_072,Dutch Oven Chili Colorado,6,¼ cup ground red chile pepper,red chile pepper,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_072,Dutch Oven Chili Colorado,8,1 teaspoon cumin seeds,cumin seeds,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_072,Dutch Oven Chili Colorado,10,½ teaspoon ground coriander,coriander,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_072,Dutch Oven Chili Colorado,11,"1 cup Mexican beer, or more as needed",mexican beer,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_073,Mongo Guisado (Mung Bean Soup),2,ounces raw mung beans,ounces mung beans,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_073,Mongo Guisado (Mung Bean Soup),7,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_073,Mongo Guisado (Mung Bean Soup),9,"1 small tomato, diced",tomato,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_074,Adas bil Hamod (Lebanese Lentil Lemon Soup),2,½ cup chopped onions,onions,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_074,Adas bil Hamod (Lebanese Lentil Lemon Soup),5,1 (16 ounce) package frozen whole leaf spinach,whole leaf spinach,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_074,Adas bil Hamod (Lebanese Lentil Lemon Soup),6,"1 tablespoon dried mint, crushed",mint,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_074,Adas bil Hamod (Lebanese Lentil Lemon Soup),7,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_074,Adas bil Hamod (Lebanese Lentil Lemon Soup),8,¾ cup lemon juice,lemon juice,0.75,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_075,Mom's Goulash in the Microwave,1,1 (8 ounce) package uncooked elbow macaroni,uncooked elbow macaroni,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
