recipe_id_candidate,display_name,recipe_kind_guess,primary_protein,nutrition_basis,servings_basis,uses_pilot_servings_fallback,servings_estimation_method,servings_estimation_reasons,total_weight_grams_estimated,mapped_weight_grams,known_weight_grams_sum,mapped_weight_ratio,energy_kcal_total,protein_g_total,carbs_g_total,fat_g_total,energy_kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,ingredient_count,accepted_auto_count,accepted_auto_with_grams_count,review_needed_count,review_needed_with_grams_count,unmapped_count,unmapped_with_grams_count,cache_status,quality_flags,cache_version,is_complete_or_near_complete_meal,blocking_with_grams_count
recipes_v1_1_candidate_166,French Toast Waffles,breakfast,egg,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_breakfast_2_servings; small_non_main_weight_lte_300g_1_serving,230.9,108.4,230.9,0.4695,173.5328,12.7,8.6532,9.83,173.5328,12.7,8.6532,9.83,6,2,2,1,0,3,1,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_096,Veggie Burgers,complete_main,egg,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,571,271,571,0.4746,237.68,9.3544,15.3164,14.734,59.42,2.3386,3.8291,3.6835,11,6,6,0,0,5,2,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_083,Air Fryer Turkey Stuffed Peppers,complete_main,turkey,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,879.74,421.65,879.74,0.4793,532.2751,14.3426,71.6513,20.2743,133.0688,3.5857,17.9128,5.0686,15,7,6,2,1,6,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_060,Shrimp Pomelo Salad,salad,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,148,71,148,0.4797,148.9,3.4768,13.1852,9.048,37.225,0.8692,3.2963,2.262,5,3,3,0,0,2,2,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,soup,pork,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,264.46,129.8,264.46,0.4908,185.1715,13.0792,0.5249,14.3453,46.2929,3.2698,0.1312,3.5863,15,5,5,3,0,7,3,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious; needs_mapping_review,recipes_v1_1_draft_001,True,3
recipes_v1_1_candidate_189,Greek Chicken,protein_component,chicken,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_protein_component_4_servings; small_non_main_weight_lte_300g_1_serving,233,117,233,0.5021,981.99,0.8019,1.674,107.919,981.99,0.8019,1.674,107.919,7,2,2,3,0,2,1,partial_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_084,Copycat McChicken Sandwich,complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,925.78,465.59,925.78,0.5029,498.949,106.1401,0,6.8038,124.7372,26.535,0,1.701,14,4,2,3,0,7,2,partial_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_076,Shrimp Vermicelli Salad,salad,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,936.18,482.59,936.18,0.5155,552.4931,98.5576,16.1922,10.1435,138.1233,24.6394,4.0481,2.5359,9,5,4,3,0,1,1,usable_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_035,Homemade Roasted Chicken Noodle Soup,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,502.3,262.3,502.3,0.5222,255.1501,2.3259,16.8915,19.1965,63.7875,0.5815,4.2229,4.7991,8,6,5,0,0,2,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_043,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",complete_main,chicken,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,2944.05,1583.28,2944.05,0.5378,429.1211,23.2307,87.9436,4.794,53.6401,2.9038,10.9929,0.5993,12,8,7,0,0,4,2,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_018,Shrimp Marinara,complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,863.78,468.09,863.78,0.5419,464.1751,90.0844,17.0562,3.889,116.0438,22.5211,4.2641,0.9722,11,4,4,2,0,5,3,usable_from_mapped_ingredients,is_low_kcal_suspicious; needs_mapping_review,recipes_v1_1_draft_001,True,3
recipes_v1_1_candidate_061,Zoodles alla Carbonara,complete_main,pork,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,238.3,131.6,238.3,0.5522,395.8202,13.3928,2.087,37.148,98.955,3.3482,0.5217,9.287,8,3,3,3,2,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_068,Instant Pot Potato and Bacon Soup,soup,pork,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,2556.88,1422.9,2556.88,0.5565,431.959,17.6171,43.0244,20.8382,53.9949,2.2021,5.378,2.6048,12,7,7,2,0,3,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_144,Chicken Broth in a Slow Cooker,near_complete_main,chicken,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,2806.08,1672.1,2806.08,0.5959,90.289,2.449,16.1951,1.1275,11.2861,0.3061,2.0244,0.1409,6,5,4,0,0,1,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_191,Swamp Rice,carb_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_carb_side_4_servings,1028.5,658.5,1028.5,0.6403,371.16,0.4401,1.116,40.4775,92.79,0.11,0.279,10.1194,10,6,4,1,1,3,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_055,Chicken Adobo Fried Rice,complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1286.59,833,1286.59,0.6474,944.195,25.6924,134.4152,30.735,236.0488,6.4231,33.6038,7.6837,13,10,10,1,0,2,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_041,Harvest Patties,complete_main,egg,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,171.5,111.5,171.5,0.6501,94.12,6.728,4.689,5.095,23.53,1.682,1.1722,1.2737,8,3,3,2,0,3,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_057,Neck Bones and Lima Beans,complete_main,pork,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,3967.28,2600.5,3967.28,0.6555,420.5,1.8815,10,41.4515,52.5625,0.2352,1.25,5.1814,13,5,3,1,0,7,2,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_008,White Chili with Ground Turkey,soup,turkey,v1_1_mapped_ingredients_draft,6,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_1600,2002.39,1322,2002.39,0.6602,125.893,9.6379,14.621,3.3574,20.9822,1.6063,2.4368,0.5596,12,4,4,3,0,5,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_199,Mid-Summer Italian Bread Salad,veg_side,unknown,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_veg_side_4_servings; small_non_main_weight_lte_300g_1_serving,250,166,250,0.664,64.74,2.4146,10.124,0.658,64.74,2.4146,10.124,0.658,10,3,3,4,1,3,1,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,2
recipes_v1_1_candidate_015,Sheet Pan Garlic Butter Steak Bites with Veggies,complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1381.42,927.83,1381.42,0.6716,973.0035,17.7362,105.4974,52.6608,243.2509,4.434,26.3744,13.1652,11,8,8,1,0,2,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_001,Pork and Pepper Stir Fry,complete_main,pork,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,144.35,98.1,144.35,0.6796,679.9266,1.1111,16.5522,67.4829,169.9817,0.2778,4.138,16.8707,5,3,3,1,0,1,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_100,Easy Deviled Egg Potato Salad,salad,egg,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,653.59,453.59,653.59,0.694,365.1399,8.1646,75.7495,1.5422,91.285,2.0412,18.9374,0.3856,6,4,1,1,0,1,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_037,Asian Chicken Salad,salad,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,150.7,105.7,150.7,0.7014,717.7202,0.7836,27.2406,67.2406,179.43,0.1959,6.8102,16.8101,5,4,4,0,0,1,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_066,Jasmine Rice,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1024.5,747,1024.5,0.7291,243,0.081,0,26.973,60.75,0.0203,0,6.7433,7,3,2,1,0,3,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_081,Tofu and Rice Stuffed Peppers,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,695,510,695,0.7338,246.33,0.2403,0.558,26.982,61.5825,0.0601,0.1395,6.7455,12,4,3,3,0,5,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_147,Creamy Morel Mushroom Soup,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,869.8,643,869.8,0.7393,74.6442,2.7078,12.7544,1.3002,18.661,0.677,3.1886,0.3251,11,6,4,1,0,4,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_148,Chimichurri Shrimp,near_complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,174,129,174,0.7414,988.65,1.1205,2.79,107.937,247.1625,0.2801,0.6975,26.9843,9,3,3,4,0,2,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_141,Lobster Ravioli in Tomato Cream Sauce with Shrimp,near_complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,1122.9,896.1,1122.9,0.798,72.867,2.5093,9.7449,0.9408,18.2168,0.6273,2.4362,0.2352,10,6,6,0,0,4,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_120,Super Easy Chicken Noodle Soup,soup,chicken,v1_1_mapped_ingredients_draft,6,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_1600,2373.59,1920,2373.59,0.8089,0,0,0,0,0,0,0,0,4,1,1,1,1,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_091,Vegetable Fried Rice,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1457.3,1179.8,1457.3,0.8096,230.418,12.8611,13.671,10.9824,57.6045,3.2153,3.4177,2.7456,12,7,6,0,0,5,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_097,Granny's Easy Chili,soup,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,1352.9,1126.1,1352.9,0.8324,284.2072,2.0801,36.5198,14.2135,71.0518,0.52,9.13,3.5534,11,6,5,1,0,4,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_070,Hot Honey Salmon Bowls,complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,571.1,478.6,571.1,0.838,317.055,3.8199,15.6559,27.6093,79.2637,0.955,3.914,6.9023,15,7,5,1,1,7,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_185,Real Hummus,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,39,33,39,0.8462,249.66,0.3996,1.116,26.991,249.66,0.3996,1.116,26.991,7,2,2,3,1,2,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_022,Grandma's Chinese Vegetable Soup,soup,pork,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,3027.79,2574.2,3027.79,0.8502,79.3864,1.588,15.6206,0.862,9.9233,0.1985,1.9526,0.1078,8,5,4,1,0,2,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_077,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",salad,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,200,172.5,200,0.8625,659.01,7.2747,5.1684,67.353,164.7525,1.8187,1.2921,16.8382,9,4,4,2,0,3,2,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_063,Dad's Pan-Fried Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,553.39,490.39,553.39,0.8862,424.7389,8.8702,40.9761,28.2869,106.1847,2.2176,10.244,7.0717,6,4,4,0,0,2,2,usable_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_192,Lemon Herb Quinoa,carb_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_carb_side_4_servings,540.8,482.8,540.8,0.8928,3.108,0.1487,0.5208,0.0084,0.777,0.0372,0.1302,0.0021,7,2,2,4,0,1,1,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_102,Navy Bean Soup,soup,pork,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,2508.45,2281.65,2508.45,0.9096,48.5046,1.9573,8.1392,0.8574,6.0631,0.2447,1.0174,0.1072,15,8,7,0,0,7,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_087,Shrimp Lemon Pepper Linguini,complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,663.09,605.09,663.09,0.9125,597.7341,91.1215,18.4362,17.6027,149.4335,22.7804,4.6091,4.4007,13,5,4,4,0,4,1,usable_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_089,Filipino Chicken Salad,salad,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,70.2,64.2,70.2,0.9145,40.8864,0.378,8.7456,0.18,10.2216,0.0945,2.1864,0.045,10,4,2,2,0,4,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,345,318,345,0.9217,131.46,4.114,23.3514,1.274,32.865,1.0285,5.8378,0.3185,10,4,4,2,0,4,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_180,Pistachio Hummus,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,49.5,46.5,49.5,0.9394,364.5,0.1215,0,40.4595,364.5,0.1215,0,40.4595,8,2,2,2,0,4,1,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_116,"Velveting Chicken Breast, Chinese Restaurant Style",near_complete_main,chicken,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,2452.59,2387.59,2452.59,0.9735,529.429,106.1609,7.304,6.8078,66.1786,13.2701,0.913,0.851,7,5,4,1,1,1,1,partial_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_078,Spicy Air Fryer Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,366.99,361.99,366.99,0.9864,246.308,6.9641,27.5579,14.4668,61.577,1.741,6.8895,3.6167,6,4,4,0,0,2,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_133,Slow Cooker Italian Beef,near_complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,736.5,730.5,736.5,0.9919,10.5506,0.7019,1.3272,0.2705,2.6376,0.1755,0.3318,0.0676,11,6,6,0,0,5,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_193,Spaghetti all'Assassina (Assassin's Spaghetti),carb_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_carb_side_4_servings,745.5,739.5,745.5,0.992,128.16,0.3591,1.116,13.5045,32.04,0.0898,0.279,3.3761,5,3,3,2,1,0,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_047,Greek Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1080.58,1072.18,1080.58,0.9922,1778.843,17.791,72.0438,164.3871,444.7107,4.4478,18.0109,41.0968,7,4,3,1,0,2,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_104,Steak Fried Rice,complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,928,923,928,0.9946,1529.442,33.8538,214.7602,57.655,382.3605,8.4634,53.69,14.4138,16,11,10,2,0,3,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_062,Air Fryer Garlic Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,363.8775,362.3775,363.8775,0.9959,250.6918,6.9544,28.4829,14.4858,62.6729,1.7386,7.1207,3.6214,5,4,4,0,0,1,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_125,Chipotle Chicken Burgers,near_complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,0.75,0.75,0.75,1,0,0,0,0,0,0,0,0,4,1,1,1,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_197,Make-Ahead Spinach Salad in a Jar,veg_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_veg_side_4_servings,480,480,480,1,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_196,One - Two - Three - Mexican Macaroni Salad,veg_side,unknown,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_veg_side_4_servings; small_non_main_weight_lte_300g_1_serving,6,6,6,1,0,0,0,0,0,0,0,0,8,1,1,2,0,5,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_195,Chef John's Jollof Rice,carb_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_carb_side_4_servings,492,492,492,1,13.32,0.6372,2.232,0.036,3.33,0.1593,0.558,0.009,7,2,2,2,0,3,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_184,Easy Black Bean Hummus,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,2.1,2.1,2.1,1,3.549,0.483,0.2121,0.0855,3.549,0.483,0.2121,0.0855,4,1,1,0,0,3,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_036,Prime Rib Soup,soup,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,68.3,68.3,68.3,1,30.5301,0.6839,5.4625,0.3525,7.6325,0.171,1.3656,0.0881,8,3,3,1,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,69.075,69.075,69.075,1,33.3875,0.7888,6.0869,0.2486,8.3469,0.1972,1.5217,0.0622,10,4,3,2,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_085,Refried Beans Without the Refry,complete_main,vegetarian,v1_1_mapped_ingredients_draft,6,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_1600,2320.825,2320.825,2320.825,1,68.3657,2.6374,11.5897,1.0343,11.3943,0.4396,1.9316,0.1724,8,5,5,0,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,complete_main,chicken,v1_1_mapped_ingredients_draft,6,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_1600,2090.3,2090.3,2090.3,1,71.5641,2.5025,11.8975,1.5483,11.9273,0.4171,1.9829,0.258,10,6,5,1,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_010,Angela's Asian-Inspired Chicken Noodle Soup,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,784.5,784.5,784.5,1,64.62,0.378,4.554,4.68,16.155,0.0945,1.1385,1.17,6,4,3,0,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,soup,turkey,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,211,211,211,1,78.729,2.1191,14.198,1.1843,19.6822,0.5298,3.5495,0.2961,10,6,3,2,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,479,479,479,1,96.73,2.4439,17.657,1.069,24.1825,0.611,4.4142,0.2672,12,5,4,4,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
