recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,issue_category_primary,issue_categories_all,issue_judgment
pilot_recipe_final_097,Easy Black Bean Soup for Two,Dinner,Cooking For Two,7,3 (15.75 ounce) no-salt black beans,,0,3 (15.75 ounce),3.0,3.0,,,no-salt black beans,no-salt black beans,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,2,"1 (1 inch) piece fresh ginger, peeled and thinly sliced",,0,1 (1 inch),1.0,1.0,,,"piece fresh ginger, peeled and thinly sliced",piece fresh ginger,peeled and thinly sliced,0,0,0,0,parsed_partial,leading_parenthetical_note; preparation_note_from_commas; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,3,"1 (1 pound) round steak, thinly sliced",,0,1 (1 pound),1.0,1.0,,,"round steak, thinly sliced",round steak,thinly sliced,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; preparation_note_from_commas; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,9,8 (6 inch) fajita-size flour tortillas,,0,8 (6 inch),8.0,8.0,,,fajita-size flour tortillas,fajita-size flour tortillas,,0,0,0,0,parsed_partial,leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,2,4 (3 ounce) fillets mahi mahi,,0,4 (3 ounce),4.0,4.0,fillets,fillet,mahi mahi,mahi mahi,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note,parenthetical_pack_size,parenthetical_pack_size|packaging_or_piece_unit,safe_with_small_cleanup
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,10,8 (6 inch) corn tortillas,,0,8 (6 inch),8.0,8.0,,,corn tortillas,corn tortillas,,0,0,0,0,parsed_partial,leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_030,Easy North Carolina Barbeque,Pork,Pork Shoulder,1,1 (5 pound) pork butt roast,,0,1 (5 pound),1.0,1.0,,,pork butt roast,pork butt roast,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,1,"1 (9 inch) frozen single pie crust, thawed",,0,1 (9 inch),1.0,1.0,,,"frozen single pie crust, thawed",frozen single pie crust,thawed,0,0,0,0,parsed_partial,leading_parenthetical_note; preparation_note_from_commas; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_041,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,8,2 (6 ounce) mahi mahi fillets,,0,2 (6 ounce),2.0,2.0,,,mahi mahi fillets,mahi mahi fillets,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_042,Grilled Pork Tenderloin with Balsamic Honey Glaze,Pork,Pork Tenderloin,7,1 (3 pound) pork tenderloin,,0,1 (3 pound),1.0,1.0,,,pork tenderloin,pork tenderloin,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,1,"18 (1 ounce) slices white bread, cubed",,0,18 (1 ounce),18.0,18.0,slices,slice,"white bread, cubed",white bread,cubed,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; preparation_note_from_commas,parenthetical_pack_size,parenthetical_pack_size|packaging_or_piece_unit|preparation_note_inline,safe_with_small_cleanup
pilot_recipe_final_047,Herb-Crusted Pork Sirloin Roast,Pork,Pork Loin,1,1 (2 1/2 pound) boneless pork sirloin roast,,0,1 (2 1/2 pound),1.0,1.0,,,boneless pork sirloin roast,boneless pork sirloin roast,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit|other,safe_with_small_cleanup
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,5,1 (5 pound) boneless pork loin,,0,1 (5 pound),1.0,1.0,,,boneless pork loin,boneless pork loin,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit|other,safe_with_small_cleanup
pilot_recipe_final_055,Lemon Panko-Crusted Salmon,Dinner,Quick And Easy Dinners For One,8,2 (4 ounce) salmon fillets,,0,2 (4 ounce),2.0,2.0,,,salmon fillets,salmon fillets,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_058,Marinated Tuna Steak,Main Dishes,Summer Main Dishes,9,4 (4 ounce) tuna steaks,,0,4 (4 ounce),4.0,4.0,,,tuna steaks,tuna steaks,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_059,Million Dollar Chicken Breasts,Dinner,Main Dishes,4,"1 (8-ounce) cream cheese, softened",,0,1 (8-ounce),1.0,1.0,,,"cream cheese, softened",cream cheese,softened,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; preparation_note_from_commas; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_061,Miso Salmon,Main Dishes,Japanese Main Dishes,1,"2 (1 1/2-pound) salmon fillets, skin removed",,0,2 (1 1/2-pound),2.0,2.0,,,"salmon fillets, skin removed",salmon fillets,skin removed,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; preparation_note_from_commas; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_064,Parsley and Parmesan Crusted Pork Tenderloin,Pork,Pork Tenderloin,2,2 (12 ounce) pork tenderloins,,0,2 (12 ounce),2.0,2.0,,,pork tenderloins,pork tenderloins,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_069,President Ford's Braised Eye Round Steak,Dinner,Beef Steaks,3,12 (4 ounce) beef eye of round steaks,,0,12 (4 ounce),12.0,12.0,,,beef eye of round steaks,beef eye of round steaks,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_074,Restaurant-Style Prime Rib Roast,Main Dishes,Roasts,1,1 (14 pound) roast-ready prime rib roast (ribs cut off and tied to roast),,0,1 (14 pound),1.0,1.0,,,roast-ready prime rib roast (ribs cut off and tied to roast),roast-ready prime rib roast,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_080,Simple Slow Roast Chicken,Dinner,Baked And Roasted Chicken,7,1 (4 pound) whole chicken,,0,1 (4 pound),1.0,1.0,,,whole chicken,whole chicken,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_081,Slow Cooker Carnitas,Mexican,Authentic Mexican Recipes,7,1 (4 pound) boneless pork shoulder roast,,0,1 (4 pound),1.0,1.0,,,boneless pork shoulder roast,boneless pork shoulder roast,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit|other,safe_with_small_cleanup
pilot_recipe_final_087,Texas Chicken Quesadillas,Mexican,Quesadillas,8,8 (10 inch) flour tortillas,,0,8 (10 inch),8.0,8.0,,,flour tortillas,flour tortillas,,0,0,0,0,parsed_partial,leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,7,4 (10 inch) flour tortillas,,0,4 (10 inch),4.0,4.0,,,flour tortillas,flour tortillas,,0,0,0,0,parsed_partial,leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_091,Vegetarian Pho (Vietnamese Noodle Soup),Vegetarian,Vegetarian Protein,5,2 (3 inch) cinnamon sticks,,0,2 (3 inch),2.0,2.0,,,cinnamon sticks,cinnamon sticks,,0,0,0,0,parsed_partial,leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_093,Zesty Carnitas Tacos,Mexican,Mexican Slow Cooker Recipes,1,1 (2 pound) boneless pork shoulder roast,,0,1 (2 pound),1.0,1.0,,,boneless pork shoulder roast,boneless pork shoulder roast,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,parenthetical_pack_size,parenthetical_pack_size|count_without_standard_unit|other,safe_with_small_cleanup
pilot_recipe_final_001,"""OG"" Zuppa Toscana Soup",Pork,Pork Soup,3,"1 large white onion, diced",,0,1,1.0,1.0,,,"large white onion, diced",white onion,large; diced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_001,"""OG"" Zuppa Toscana Soup",Pork,Pork Soup,8,"1 pound russet potatoes, diced",,0,1,1.0,1.0,pound,pound,"russet potatoes, diced",russet potatoes,diced,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,5,"3 green onions, chopped",,0,3,3.0,3.0,,,"green onions, chopped",green onions,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,4,"1 small onion, finely chopped",,0,1,1.0,1.0,,,"small onion, finely chopped",onion,small; finely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,6,"2 large eggs, lightly beaten",,0,2,2.0,2.0,,,"large eggs, lightly beaten",eggs,large; lightly beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_007,Authentic Chicken Adobo,Main Dishes,Filipino Main Dishes,7,"3 teaspoons annatto powder, divided",,0,3,3.0,3.0,teaspoons,teaspoon,"annatto powder, divided",annatto powder,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_007,Authentic Chicken Adobo,Main Dishes,Filipino Main Dishes,9,"3 tablespoons vegetable oil, divided",,0,3,3.0,3.0,tablespoons,tablespoon,"vegetable oil, divided",vegetable oil,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_011,Beef Tenderloin with Dijon Cream Sauce,Main Dishes,Beef Main Dishes,2,"2 tablespoons butter, softened",,0,2,2.0,2.0,tablespoons,tablespoon,"butter, softened",butter,softened,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_095,Black Beans and Rice,Dinner,Vegetarian Main Dishes,2,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_095,Black Beans and Rice,Dinner,Vegetarian Main Dishes,5,"1 ½ cups low sodium, low fat vegetable broth",,0,1 1/2,1.5,1.5,cups,cup,"low sodium, low fat vegetable broth",low fat vegetable broth,low sodium,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_095,Black Beans and Rice,Dinner,Vegetarian Main Dishes,6,"3 ½ cups canned black beans, drained",,0,3 1/2,3.5,3.5,cups,cup,"canned black beans, drained",canned black beans,drained,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_012,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,8,"1 ½ pounds beef top sirloin, cut into 1-inch cubes",,0,1 1/2,1.5,1.5,pounds,pound,"beef top sirloin, cut into 1-inch cubes",beef top sirloin,cut into 1-inch cubes,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,6,"4 carrots, halved lengthwise and cut crosswise into 1-inch pieces",,0,4,4.0,4.0,,,"carrots, halved lengthwise and cut crosswise into 1-inch pieces",carrots,halved lengthwise and cut crosswise into 1-inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,7,"4 red potatoes, cut into 1-inch pieces",,0,4,4.0,4.0,,,"red potatoes, cut into 1-inch pieces",red potatoes,cut into 1-inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_018,Canadian Pork Loin Chops,Pork,Pork Loin,9,"6 boneless pork loin chops, 1/2 inch thick",,0,6,6.0,6.0,,,"boneless pork loin chops, 1/2 inch thick",boneless pork loin chops,1/2 inch thick,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit|other,safe_for_mapping_now
pilot_recipe_final_019,Cheese-Filled Meat Loaf,Pork,Pork Meatloaf,4,"1 egg, beaten",,0,1,1.0,1.0,,,"egg, beaten",egg,beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_020,Chicken Bog,Main Dishes,Southern Main Dishes,3,"1 medium onion, chopped",,0,1,1.0,1.0,,,"medium onion, chopped",onion,medium; chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_020,Chicken Bog,Main Dishes,Southern Main Dishes,6,"½ pound smoked sausage of your choice, sliced",,0,1/2,0.5,0.5,pound,pound,"smoked sausage of your choice, sliced",smoked sausage of your choice,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_021,Chicken with Lemon-Caper Sauce,Dinner,Cooking For Two,7,"¼ cup cold unsalted butter, cut into pieces",,0,1/4,0.25,0.25,cup,cup,"cold unsalted butter, cut into pieces",cold unsalted butter,cut into pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_021,Chicken with Lemon-Caper Sauce,Dinner,Cooking For Two,8,"2 tablespoons capers, drained",,0,2,2.0,2.0,tablespoons,tablespoon,"capers, drained",capers,drained,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_022,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,1,"6 red bell peppers, tops and seeds removed",,0,6,6.0,6.0,,,"red bell peppers, tops and seeds removed",tops and seeds removed,red bell peppers,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_022,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,2,"5 cups meatless spaghetti sauce, divided",,0,5,5.0,5.0,cups,cup,"meatless spaghetti sauce, divided",meatless spaghetti sauce,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_022,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,3,"3 eggs, beaten",,0,3,3.0,3.0,,,"eggs, beaten",eggs,beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_022,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,10,"6 tablespoons shredded Cheddar cheese, divided",,0,6,6.0,6.0,tablespoons,tablespoon,"shredded Cheddar cheese, divided",shredded Cheddar cheese,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,3,"1 large orange, sliced in rounds",,0,1,1.0,1.0,,,"large orange, sliced in rounds",orange,large; sliced in rounds,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,4,"1 large onion, sliced",,0,1,1.0,1.0,,,"large onion, sliced",onion,large; sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,6,"3/4 cup cold water, divided",,0,3/4,0.75,0.75,cup,cup,"cold water, divided",cold water,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,7,"6 tablespoons margarine, divided",,0,6,6.0,6.0,tablespoons,tablespoon,"margarine, divided",margarine,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,8,"1 large head cabbage, cored, and sliced",,0,1,1.0,1.0,,,"large head cabbage, cored, and sliced",head cabbage,large; cored; and sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,9,"1 cup Golden Delicious apples, cored and quartered with peel",,0,1,1.0,1.0,cup,cup,"Golden Delicious apples, cored and quartered with peel",cored and quartered with peel,Golden Delicious apples,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,6,"½ pound bacon, cut into 1/4 inch pieces",,0,1/2,0.5,0.5,pound,pound,"bacon, cut into 1/4 inch pieces",bacon,cut into 1/4 inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,7,"1 medium onion, finely chopped",,0,1,1.0,1.0,,,"medium onion, finely chopped",onion,medium; finely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,9,"6 hamburger buns, split",,0,6,6.0,6.0,,,"hamburger buns, split",hamburger buns,split,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,5,"12 mushrooms, sliced",,0,12,12.0,12.0,,,"mushrooms, sliced",mushrooms,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,6,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,7,"1 red bell pepper, chopped",,0,1,1.0,1.0,,,"red bell pepper, chopped",red bell pepper,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,1,"1 red bell pepper, sliced into thin strips",,0,1,1.0,1.0,,,"red bell pepper, sliced into thin strips",red bell pepper,sliced into thin strips,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,2,"1 green bell pepper, sliced into thin strips",,0,1,1.0,1.0,,,"green bell pepper, sliced into thin strips",green bell pepper,sliced into thin strips,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,3,"1 large onion, sliced into thin strips",,0,1,1.0,1.0,,,"large onion, sliced into thin strips",onion,large; sliced into thin strips,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,4,"1 large fresh jalapeño pepper, sliced",,0,1,1.0,1.0,,,"large fresh jalapeño pepper, sliced",fresh jalapeño pepper,large; sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,5,"2 ½ teaspoons fajita seasoning mix, divided",,0,2 1/2,2.5,2.5,teaspoons,teaspoon,"fajita seasoning mix, divided",fajita seasoning mix,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,7,"12 ounces raw large shrimp, peeled and deveined",,0,12,12.0,12.0,ounces,ounce,"raw large shrimp, peeled and deveined",raw large shrimp,peeled and deveined,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,6,"8 large mushrooms, quartered",,0,8,8.0,8.0,,,"large mushrooms, quartered",mushrooms,large; quartered,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,7,"1 large zucchini, quartered",,0,1,1.0,1.0,,,"large zucchini, quartered",zucchini,large; quartered,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,8,"1 large green bell pepper, cut into pieces",,0,1,1.0,1.0,,,"large green bell pepper, cut into pieces",green bell pepper,large; cut into pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,9,"1 large red onion, cut into pieces",,0,1,1.0,1.0,,,"large red onion, cut into pieces",red onion,large; cut into pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,4,"1 medium tomato, diced",,0,1,1.0,1.0,,,"medium tomato, diced",tomato,medium; diced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,5,"½ red onion, chopped",,0,1/2,0.5,0.5,,,"red onion, chopped",red onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,7,"2 scallions, thinly sliced",,0,2,2.0,2.0,,,"scallions, thinly sliced",scallions,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
