final_recipe_id,source_row_number,recipe_signature,recipe_title,category,subcategory,description,ingredients_json,directions_json,num_ingredients,num_steps,recipe_kind_guess,final_subset_source,final_subset_reason,selection_score,noise_score
pilot_recipe_final_021,26162,7cf161e98824c88dd94400731c3a9cd114c99d24,Chicken with Lemon-Caper Sauce,Dinner,Cooking For Two,A rich lemon sauce for chicken makes this dish perfect for a special meal.,"[""\u00bd cup all-purpose flour"", ""1 pinch salt"", ""2 (6 ounce) skinless, boneless chicken breast halves"", ""2 tablespoons olive oil"", ""\u00bc cup dry white wine"", ""\u00bc cup lemon juice"", ""\u00bc cup cold unsalted butter, cut into pieces"", ""2 tablespoons capers, drained"", ""2 lemon wedges""]","[""Mix together flour and salt in a medium dish or resealable plastic bag. Coat chicken in flour mixture; shake off excess."", ""Heat olive oil in a skillet over medium-high heat. Cook chicken in hot oil until golden brown and cooked through, 3 to 4 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Transfer chicken to a plate; cover and keep warm."", ""Pour white wine into the skillet; allow to boil while scraping the cooked bits from the bottom of the pan. Add lemon juice; boil until reduced by half, 2 to 3 minutes."", ""Sprinkle cubed butter into boiling sauce. Swirl and shake the pan vigorously until butter is completely incorporated and sauce thickens. (Butter must never come to rest, or sauce will separate and become oily.) Remove from heat and stir in capers."", ""Pour lemon-caper sauce over chicken; serve with lemon wedges.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.92,0
pilot_recipe_final_022,48281,31b7ce9e0ddc7606f909cf24fcd565d407be5f5c,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,Stuffed red bell peppers are filled with savory beef and rice and baked with prepared spaghetti sauce for a hearty dish that doesn't need a lot of preparation.,"[""6 red bell peppers, tops and seeds removed"", ""5 cups meatless spaghetti sauce, divided"", ""3 eggs, beaten"", ""1 \u00bc cups instant rice"", ""\u00bc cup finely chopped onion"", ""1 \u00bd teaspoons Worcestershire sauce"", ""1 teaspoon salt"", ""1 pinch ground black pepper"", ""1 \u00bd pounds lean ground beef"", ""6 tablespoons shredded Cheddar cheese, divided""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Bring a large pot of water to a boil. Reduce heat to medium; add bell peppers and cook until slightly softened, about 5 minutes. Drain and rinse with cold water."", ""Combine 3 cups spaghetti sauce, eggs, rice, onion, Worcestershire sauce, salt, and black pepper together in a bowl. Crumble in ground beef; stir until thoroughly combined."", ""Place peppers in a large baking dish, top-sides up; fill with beef mixture. Pour remaining 2 cups spaghetti sauce over peppers. Cover dish with aluminum foil."", ""Bake in the preheated oven until peppers tender, filling set, and an instant-read thermometer inserted into middle of peppers reads at least 160 degrees F (70 degrees C), 55 to 60 minutes. Top each pepper with 1 tablespoon cheese.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.73,0
pilot_recipe_final_023,4093,7237096e2726a65a3ae69e32c03ac9e796cc8447,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,"This corned beef and cabbage recipe is something my mother has been making for years. She has no idea where the recipe came from, but it is absolutely the best. Easy and quick — enjoy!","[""1 (5 1/2 pound) corned beef brisket"", ""2 tablespoons pickling spice"", ""1 large orange, sliced in rounds"", ""1 large onion, sliced"", ""2 stalks celery, sliced"", ""3/4 cup cold water, divided"", ""6 tablespoons margarine, divided"", ""1 large head cabbage, cored, and sliced"", ""1 cup Golden Delicious apples, cored and quartered with peel""]","[""Preheat the oven to 300 degrees F (150 degrees C). Line a 9x13-inch roasting pan with aluminum foil, leaving enough extra extending over the sides to cover and seal in roast."", ""Rinse brisket and pat dry. Rub with pickling spice, then place in the prepared roasting pan. Arrange orange, onion, and celery slices on and around the roast. Pour in 1/2 cup water, then wrap the aluminum foil up tightly over the roast, making sure the ends are sealed."", ""Bake in the preheated oven until meat is tender, about 4 hours."", ""About 45 minutes before the roast is done, heat remaining 1/4 cup water and 3 tablespoons margarine in a large pot. Add cabbage and apples, cover, and simmer over low heat for about 30 minutes, shaking the pot occasionally to ensure nothing sticks to the bottom."", ""Top cabbage and apples with remaining margarine and serve with sliced corned beef.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.94,0
pilot_recipe_final_024,45991,f2fb99203e638eee9e8ad3c5a7e61719d0c6883c,Crustless Cottage Cheese Mini Quiches,Main Dishes,Quiche,"This crustless cottage cheese quiche recipe is simple to make and vegetables can be interchanged with what you have. If you want a knock-off of the pricey soufflé sold at a local cafe chain, just add puff pastry to the bottom of a pie tin.","[""nonstick cooking spray"", ""3 eggs"", ""\u00bd cup cottage cheese"", ""\u00bc cup milk"", ""1 cup chopped cooked broccoli"", ""\u00bd cup shredded Colby-Monterey Jack cheese"", ""\u00bc cup chopped red bell pepper"", ""\u00bd teaspoon garlic salt"", ""\u215b teaspoon freshly ground black pepper""]","[""Preheat the oven to 350 degrees F (175 degrees C). Grease a jumbo 6-cup muffin tin with cooking spray."", ""Combine eggs, cottage cheese, and milk in a blender or Vitamix. Blend on low speed to combine, 1 to 5 seconds. Pour mixture into a medium mixing bowl."", ""Add broccoli, Colby-Jack cheese, and bell pepper to cottage cheese mixture; add garlic salt, and pepper. Stir to combine."", ""Divide mixture evenly between the prepared muffin cups."", ""Bake in the preheated oven until a knife inserted into the center of a quiche comes out clean, about 30 minutes.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.9,0
pilot_recipe_final_025,46542,4d94b5c8f8dbda9f17e36ea96cc44a8dfcf4839c,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,"These wonderful cheese-stuffed burgers with bacon and caramelized onions are easy to adapt to suit different tastes. My kids, who normally don't have onions on their burgers, really enjoyed these. You can pan-fry them instead of grilling if you prefer.","[""3 pounds ground beef"", ""3 tablespoons barbecue sauce"", ""\u00bd teaspoon garlic powder"", ""\u00bd teaspoon ground black pepper"", ""\u00bc teaspoon salt"", ""\u00bd pound bacon, cut into 1/4 inch pieces"", ""1 medium onion, finely chopped"", ""\u00be cup shredded Cheddar cheese"", ""6 hamburger buns, split""]","[""Mix ground beef, barbecue sauce, garlic powder, black pepper, and salt in a large mixing bowl, using your hands. Shape a small handful at a time (approximately 1/4 pound) into 12 thin patties. Lay patties out on a cookie sheet and cover with plastic wrap; place patties in the refrigerator."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 5 minutes. Remove bacon from skillet with a slotted spoon and drain on paper towels. Reduce the heat to medium and cook onions in remaining bacon drippings until soft and just beginning to brown. Mix onions and bacon in a small bowl."", ""Preheat an outdoor grill for medium heat and lightly oil the grate."", ""Meanwhile, remove beef patties from the refrigerator; top 6 patties with 1- 1/2 tablespoons of bacon and onion mixture, and sprinkle with shredded cheese. Top each with one of the remaining patties and press the edges together to seal."", ""Grill stuffed patties until beef is no longer pink in the center, about 4 to 5 minutes per side. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Serve on hamburger buns with condiments of your choice.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.84,0
pilot_recipe_final_026,5024,6bcd32a9c45ad291d1a0e7ac1fa3ff0e194b8cc2,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,"In looking for a healthier version of the standard ginger beef, I came up with this non-deep fried easy ginger beef. The longer you marinate the beef, the more ginger flavor it soaks up.","[""1 tablespoon soy sauce"", ""1 (1 inch) piece fresh ginger, peeled and thinly sliced"", ""1 (1 pound) round steak, thinly sliced"", ""1 teaspoon butter"", ""12 mushrooms, sliced"", ""1 onion, chopped"", ""1 red bell pepper, chopped"", ""\u00bc cup sweet and sour sauce"", ""4 cups cooked rice""]","[""Whisk soy sauce and ginger together in a large glass or ceramic bowl. Add steak and toss to evenly coat. Cover the bowl with plastic wrap and marinate in the refrigerator for at least 30 minutes or up to overnight."", ""Heat a wok over high heat. Add steak mixture; cover wok and cook until steak browned, about 5 minutes. Transfer steak to a plate."", ""Heat butter in wok over high heat; stir in mushrooms, onion, bell pepper, and sweet and sour sauce. Cover and cook until vegetables begin to soften, about 3 minutes. Stir in cooked steak; cook until heated through, about 2 minutes. Serve over cooked rice.""]",9,3,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_027,51228,61259c52a27ffa3d15d6e0aa03cc9a173b830887,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,"Quick and easy shrimp fajitas on the grill. Don't forget your favorite toppings, such as guacamole, salsa, and sour cream.","[""1 red bell pepper, sliced into thin strips"", ""1 green bell pepper, sliced into thin strips"", ""1 large onion, sliced into thin strips"", ""1 large fresh jalape\u00f1o pepper, sliced"", ""2 \u00bd teaspoons fajita seasoning mix, divided"", ""1 teaspoon olive oil"", ""12 ounces raw large shrimp, peeled and deveined"", ""1 tablespoon lime juice"", ""8 (6 inch) fajita-size flour tortillas""]","[""Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Place bell pepper strips, onion, and jalape\u00f1o slices into a large bowl. Add 2 teaspoons fajita seasoning and olive oil. Stir until evenly combined."", ""Place shrimp in a separate bowl. Add remaining 1/2 teaspoon fajita seasoning and lime juice. Gently stir until evenly combined."", ""Place vegetable mixture in a grill basket and cook in the preheated grill for 10 minutes. Stir in shrimp and grill for 5 minutes more. Remove the basket from the grill."", ""Place tortillas on the grill and toast for 2 minutes. Divide filling between tortillas and serve hot.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.92,0
pilot_recipe_final_028,59806,b56d1fd883ec4cdec94a80820e0d273f6628fd4c,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,"These grilled vegetables are quick and easy to make for the perfect summer side dish to grilled meat or fish. Mushrooms, zucchini, bell pepper, and red onion are brushed with an olive oil and balsamic marinade that's full of Mediterranean flavors.","[""2 tablespoons olive oil"", ""1 teaspoon balsamic vinegar"", ""1 teaspoon lemon juice"", ""\u00bd teaspoon dried rosemary"", ""\u00bd teaspoon dried oregano"", ""8 large mushrooms, quartered"", ""1 large zucchini, quartered"", ""1 large green bell pepper, cut into pieces"", ""1 large red onion, cut into pieces""]","[""Preheat an outdoor grill for high heat."", ""Stir olive oil, balsamic vinegar, lemon juice, rosemary, and oregano together in a bowl."", ""Place mushrooms, zucchini, bell pepper, and onion in a deep grill-safe pan and brush with oil mixture."", ""Place the pan on the preheated grill and cook until vegetables are tender, turning once, 10 to 15 minutes.""]",9,4,side_only,kept_original,useful side-dish pattern worth keeping for parsing diversity,9.73,0
pilot_recipe_final_029,51372,f74fca73d0995faec7487818e16d029b21468fb7,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,"These mahi mahi fish tacos are delicious and light. Best of both worlds! This is a great dish when you're on the go, as it's quick and easy.","[""1 teaspoon adobo seasoning"", ""4 (3 ounce) fillets mahi mahi"", ""1 dash lime juice"", ""1 medium tomato, diced"", ""\u00bd red onion, chopped"", ""1 cup chopped fresh cilantro"", ""2 scallions, thinly sliced"", ""2 tablespoons lime juice"", ""cooking spray"", ""8 (6 inch) corn tortillas"", ""1 avocado, sliced""]","[""Season mahi mahi lightly with adobo seasoning and 1 dash of lime juice."", ""For the pico de gallo: Mix tomato, red onion, cilantro, scallions, and 2 tablespoons lime juice together in a bowl. Set aside."", ""Lightly spray a nonstick skillet with cooking spray; heat on medium-high heat and cook mahi mahi until golden brown, about 2 minutes per side. Reduce heat to low; cook, covered, until fish flakes easily with a fork, about 10 minutes."", ""Place corn tortillas between damp paper towels; microwave until heated through, 30 seconds to 1 minute."", ""Place 1/2 of each mahi mahi fillet on a tortilla. Top each with 2 slices avocado and 1 scoop of pico de gallo.""]",11,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.46,0
pilot_recipe_final_030,58823,20f35c90e51f4d9ffb2255f18db30a5c678ae0f5,Easy North Carolina Barbeque,Pork,Pork Shoulder,I just love vinegar-based barbeque. I looked high and low for an easy recipe for North Carolina barbeque; this is it! Be warned; your friends will want the recipe. Eat it with a fork or on rolls with coleslaw.,"[""1 (5 pound) pork butt roast"", ""2 cups white vinegar"", ""1 cup butter, melted"", ""2 tablespoons salt"", ""2 tablespoons lemon juice"", ""2 tablespoons crushed red pepper flakes"", ""1 tablespoon hot sauce"", ""1 tablespoon ground black pepper"", ""2 tablespoons white sugar""]","[""Trim the fat from the roast; place in slow cooker and cook on Low overnight, at least 8 hours."", ""To make the sauce, whisk together the vinegar, melted butter, salt, lemon juice, crushed red pepper, hot sauce, black pepper, and sugar in a bowl."", ""Carefully remove the roast to a cutting board. Pull the meat from the bone with a fork. Return the pork to the slow cooker. Pour the sauce over the pulled pork. Simmer for 1 hour more.""]",9,3,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_031,4779,17a3b49e434cd3ece6f32c982f66c911017da705,Easy Taco Casserole,Beef Recipes,Beef Casserole,"This quick and easy taco casserole is a great last-minute meal. Top with chopped tomato, onion, and lettuce if desired.","[""1 pound ground beef"", ""1 cup salsa"", ""\u00bd cup chopped onion"", ""\u00bd cup mayonnaise"", ""2 tablespoons chili powder"", ""1 teaspoon ground cumin"", ""2 cups crushed tortilla chips"", ""4 ounces shredded Cheddar cheese"", ""4 ounces shredded Monterey Jack cheese""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Cook and stir ground beef in a large skillet over medium-high heat until crumbly and browned, 5 to 7 minutes. Drain and discard excess grease. Stir in salsa, onion, mayonnaise, chili powder, and cumin. Remove the skillet from heat."", ""Spread about 1/2 of the ground beef mixture into the bottom of a 2-quart casserole dish. Spread 1 cup tortilla chips over beef mixture. Top with 1/2 of the Cheddar cheese and 1/2 of the Monterey Jack cheese. Repeat layers with remaining ingredients. Cover the casserole dish with aluminum foil."", ""Bake in the preheated oven until cheese is melted in the middle, about 30 minutes.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.67,0
pilot_recipe_final_032,4009,79f349ad11b6258699ea7f2b367321ec458a7fea,Fried Beef Ribs,Beef Recipes,Beef Ribs,This recipe for fried beef ribs was submitted by a member of our cook-off team. Beef ribs are breaded in a mixture of spices and deep-fried until the meat is tender and the breading is crispy and golden brown. An outdoor deep fryer is recommended. Two racks of ribs should give you about six pounds.,"[""3 quarts peanut oil for frying"", ""3 tablespoons coarse ground black pepper"", ""2 tablespoons salt"", ""2 tablespoons cayenne pepper"", ""2 tablespoons garlic salt"", ""2 tablespoons onion salt"", ""6 pounds beef ribs, cut into single rib pieces"", ""6 large eggs, beaten"", ""2 cups all-purpose flour""]","[""Heat oil in an outdoor deep-fryer to 375 degrees F (190 degrees C)."", ""Meanwhile, mix black pepper, salt, cayenne pepper, garlic salt, and onion salt together in a medium bowl. Rub spice mixture onto each rib."", ""Whisk eggs together in a large bowl. Place flour into a separate bowl or onto a plate."", ""Dip a rib into beaten egg, then lift up so excess egg drips back into the bowl. Press rib into flour to coat both sides. Repeat dipping once more, into egg and then into flour. Repeat to bread a total of 4 to 5 ribs."", ""Place breaded ribs into the fryer basket, making sure they are not crowded. Deep-fry for about 8 minutes."", ""While ribs are frying, repeat Step 4 to bread 4 to 5 more ribs."", ""Remove fried ribs with tongs and place on paper towels to drain. Repeat as necessary to bread and fry remaining ribs.""]",9,7,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_033,35888,5d1c30541680a5f5fd5f75f943ab6168f2f43d96,Garlic Butter Smoked Shrimp,Healthy Recipes,Keto Diet,"This smoked shrimp is one of the quickest meals you can make in your smoker. It's ready in just 30 minutes. These shrimp are lightly seasoned to let the smoke flavor shine, but add more seasoning if desired. Because of the short smoke time, feel free to use a stronger-flavored wood such as hickory or mesquite. Serve with cheesy grits, rice, atop a salad, or as an appetizer with a remoulade sauce.","[""1 pound large shrimp, peeled and deveined"", ""1 teaspoon Cajun seasoning"", ""1 teaspoon olive oil"", ""\u00bd cup butter"", ""1 clove garlic, minced"", ""\u00bc teaspoon red pepper flakes"", ""\u215b teaspoon black pepper"", ""3 thin strips lemon peel"", ""5 sprigs fresh thyme""]","[""Place shrimp in a resealable plastic bag. Sprinkle with Cajun seasoning and drizzle with olive oil; toss shrimp around in the bag to evenly distribute seasoning. Refrigerate for 1 to 2 hours."", ""Preheat a smoker to 250 degrees F (120 degrees C). Add wood chips according to manufacturer's instructions."", ""Place butter in a microwave-safe dish and cook on high until completely melted, 20 to 30 seconds. Stir in lemon peel, garlic, red pepper flakes, and black pepper."", ""Arrange shrimp in even rows in an 8x10-inch aluminum pan. Place thyme sprigs between each row. Drizzle butter mixture over shrimp."", ""Place in the preheated smoker and cook shrimp until firm and orange-pink in color, about 30 minutes. Try not to overcook as the shrimp will become rubbery. Serve immediately.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.96,0
pilot_recipe_final_034,45849,f8cda5f1d22bede32214c30103dfe0e9dab2f216,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,"Chicken meatballs star in this dish. In fact, they can be used for Asian-inspired lettuce wraps, in soup, or in a stir-fry. The cooking technique ensures that the meatballs stay tender.","[""1 ground chicken"", ""4 cloves garlic, minced"", ""1 piece fresh ginger, peeled and minced"", ""1/2 onion, finely minced"", ""1 tablespoon light soy sauce"", ""1 tablespoon sake"", ""1 large egg, lightly beaten"", ""1/4 cup panko breadcrumbs"", ""1/4 cup green onions""]","[""Combine ground chicken, garlic, ginger, onion, 1 tablespoon light soy sauce, sake, egg, panko, and green onions in a bowl. Gently mix and form into 1-inch meatballs. Place shaped meatballs onto a parchment lined tray."", ""For sauce, whisk together 2 teaspoons light soy sauce, dark soy sauce, honey, oyster sauce, water, and cornstarch in a bowl; set aside."", ""Bring a large pot of water to a boil over high heat. Using a spider or slotted spoon, carefully lower chicken meatballs into boiling water - you may have to do this in batches. Cook until meatballs float to the top, 3 to 4 minutes. Remove meatballs with a spider or slotted spoon."", ""Heat sesame oil in a wok. Add chicken meatballs, and cook until lightly browned, about 3 minutes. Pour sauce ingredients into the wok. Add the mixed vegetables, toss to mix. Cook until vegetables are crisp-tender, about 5 minutes."", ""Place 1/2 cup cooked jasmine rice in each bowl or on each plate. Add cooked vegetables and chicken meatballs. Serve immediately.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.88,0
pilot_recipe_final_035,4023,d3491925c1c686891b3dd838521a50e24ef68a04,Gluten-Free Kalbi Beef,Beef Recipes,Beef Ribs,Great gluten-free option for a day of grilling.,"[""2 tablespoons sesame seeds"", ""1 \u00bd cups gluten-free soy sauce (tamari)"", ""\u2154 cup white sugar"", ""\u00bd cup chopped green onions"", ""\u00bc cup sesame oil"", ""2 tablespoons minced garlic"", ""\u00bd teaspoon red pepper flakes"", ""5 pounds Korean short ribs (cut flanken-style into 1/2-inch slices across the bones)""]","[""Toast sesame seeds in a small skillet over medium heat until lightly browned, 3 to 5 minutes."", ""Combine sesame seeds, soy sauce, sugar, green onions, sesame oil, garlic, and red pepper flakes in a saucepan. Simmer over medium-low heat, stirring constantly, until flavors combine, about 10 minutes. Remove from heat and let marinade cool completely, about 15 minutes."", ""Place short ribs in large resealable plastic bags and cover with cooled marinade. Seal and let marinate in the refrigerator, at least 1 hour or overnight for maximum flavor."", ""Preheat grill for medium heat and lightly oil the grate."", ""Drain short ribs, discarding marinade, and cook on the preheated grill until browned, about 5 minutes per side.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.67,0
pilot_recipe_final_036,60593,c1eed287a2af27bc1d91a0e090615136393fda16,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,This rich leek quiche with goat cheese is the best brunch quiche ever. Serve with a crisp green salad.,"[""1 (9 inch) frozen single pie crust, thawed"", ""3 leeks - white and light green parts only, halved lengthwise, and sliced"", ""3 eggs"", ""\u00bd cup heavy whipping cream"", ""\u00bd cup milk"", ""2 tablespoons chopped fresh chives"", ""\u00bc teaspoon ground nutmeg"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""2 ounces soft goat cheese, crumbled""]","[""Preheat the oven to 400 degrees F (200 degrees C). Prick pie crust all over with a fork; place on a baking sheet."", ""Bake in the preheated oven until lightly golden, about 15 minutes. Remove crust and set aside to cool slightly; reduce oven temperature to 375 degrees (190 degrees C)."", ""Bring a large pot of water to a boil and simmer leeks just until tender, about 7 minutes; drain thoroughly."", ""Whisk eggs, heavy cream, milk, chives, nutmeg, salt, and black pepper together in a bowl. Spread leeks evenly over bottom of pie crust; dot with goat cheese. Pour egg mixture over leeks."", ""Bake in the preheated oven until puffed, lightly browned, and a sharp knife inserted near the center comes out clean, 40 to 50 minutes. Remove to cool until warm or room temperature before serving.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.67,0
pilot_recipe_final_037,34911,24c1da50f259c45c1ea611f3de83e60ab44244d0,Grandma's Chicken Noodle Soup,Healthy Recipes,Low Glycemic Impact Recipes,"This is my grandma's chicken noodle soup recipe. It's very savory and tasty, and I think everyone will like it. Use smoked chicken for even more flavor!","[""2 \u00bd cups wide egg noodles"", ""1 teaspoon vegetable oil"", ""12 cups chicken broth"", ""1 \u00bd tablespoons salt"", ""1 teaspoon poultry seasoning"", ""1 cup chopped celery"", ""1 cup chopped onion"", ""\u2153 cup cornstarch"", ""\u00bc cup water"", ""3 cups diced, cooked chicken meat""]","[""Gather the ingredients."", ""Bring a large pot of lightly salted water to a boil. Add egg noodles and oil, and boil until noodles are tender, about 8 minutes. Drain, rinse under cool running water, and drain again."", ""Bring broth, salt, and poultry seasoning to a boil in a Dutch oven. Stir in celery and onion; reduce the heat, cover, and simmer until vegetables have softened, about 15 minutes."", ""Mix cornstarch and water together in a small bowl until cornstarch is completely dissolved; gradually stir into soup. Stir in noodles and chicken, and cook until heated through, 2 to 3 minutes."", ""Serve hot and enjoy!""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.61,0
pilot_recipe_final_038,4598,c9bb622b691005ec6abd399436adbf6493dc215e,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,Flank steak is a perfect grilling meat. It's marbleized with fat that melts while grilling and fills the meat with the flavor of natural juices.,"[""\u00bd onion, chopped"", ""3 cloves garlic, chopped"", ""\u00bc cup olive oil"", ""\u00bc cup balsamic vinegar"", ""\u00bc cup soy sauce"", ""1 tablespoon Dijon mustard"", ""1 tablespoon rosemary"", ""1 teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""1 \u00bd pounds flank steak""]","[""Whisk onion, garlic, olive oil, balsamic vinegar, soy sauce, Dijon mustard, rosemary, salt, and pepper together in a mixing bowl."", ""Place flank steak into a large resealable plastic bag. Pour marinade into the bag and coat steak with the marinade. Squeeze excess air from the bag and seal. Marinate in the refrigerator at least 30 minutes, up to 2 days."", ""Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Remove steak from marinade and shake to remove excess liquid. Reserve marinade."", ""Cook steak until firm, hot in the center, and just turning from pink to grey, 6 to 8 minutes per side, brushing occasionally with reserved marinade. An instant-read thermometer inserted into the center should read 150 degrees F (65 degrees C). Remove steak to a cutting board and rest meat 5 minutes before slicing thinly across the grain.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.71,0
pilot_recipe_final_039,51404,af741454567ea503f0b49719b643fc5a5d1aa719,Grilled Catfish Tacos,Mexican,Mexican Fish Tacos,"Fish tacos can be filled with either fried fish (not healthy!) or grilled/baked fish (healthy!). These grilled catfish tacos are the healthy version, with a cream sauce and tangy cabbage slaw.","[""1 pound catfish fillets"", ""1 tablespoon lime juice"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bc teaspoon garlic powder"", ""\u00bc teaspoon paprika"", ""\u00bc teaspoon ground cumin"", ""\u00bc teaspoon ground coriander"", ""cooking spray""]","[""Preheat an outdoor grill for medium heat and lightly oil the grate."", ""Rub catfish fillets with 1 tablespoon lime juice and season with salt, black pepper, garlic powder, paprika, cumin, and coriander. Spray both sides of each fillet with cooking spray."", ""Grill catfish on the preheated grill until fish flakes easily with a fork, about 5 minutes on each side. Remove to a plate and keep warm."", ""Make crema: Mix together sour cream, lime juice, cilantro, and chipotle peppers in a small bowl until well blended; set aside."", ""Make slaw: Combine red cabbage, onion, and cilantro in a large bowl and squeeze lime juice over the top. Drizzle with olive oil, season with salt and pepper, and toss to combine. Taste and add more salt and pepper if necessary; set aside."", ""Wrap corn tortillas in a damp paper towel. Heat in the microwave until warm, about 1 minute."", ""Divide grilled fish evenly over corn tortillas and serve with crema, slaw, Monterey Jack cheese, tomato, avocado, and green onions.""]",9,7,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_040,4584,b1d87842c2708819fc9b5fc2acb19989b6b25d5b,Grilled London Broil,Beef Recipes,Bbq & Grilled Beef,A zesty and flavorful summertime favorite. This recipe should marinate a 1 to 1 1/2 pound cut. Triple the recipe for four pounds.,"[""1 \u00bd pounds top round, London Broil cut"", ""1 tablespoon meat tenderizer"", ""\u2153 cup vegetable oil"", ""2 teaspoons lemon juice"", ""2 teaspoons seasoning salt"", ""\u00bc teaspoon lemon pepper"", ""2 cloves garlic, minced"", ""4 teaspoons chopped fresh parsley"", ""2 teaspoons tarragon vinegar""]","[""Score top and bottom of meat with a 1 1/2 inch square pattern, and score the side. Sprinkle meat liberally with unseasoned meat tenderizer, then pierce with fork 1/8 inch apart and at least half-way through the meat on both sides. Sprinkle lightly with water, and rub in tenderizer. Place on a plate, cover, and set aside for an hour."", ""In a small bowl, mix together oil, lemon juice, seasoned salt, lemon pepper, garlic, parsley, and tarragon vinegar. Pour marinade over meat, reserving a portion to be used for brushing (Note: DO NOT mix the reserved marinade with the meat; set aside for later). Pour remaining marinade over meat, recover dish and refrigerate for three hours, turning every half hour."", ""Preheat grill for hot heat."", ""Lightly oil grate, and position it 2 inches above the coals. Place meat on grill, and cook for 5 minutes. Turn meat over, brush with marinade, and cook for another 5 minutes.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.71,0
pilot_recipe_final_041,48695,1dc193d1bdd4e61f914152eea356d10e99beb33d,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,"Grilled mahi mahi fillets in a Thai coconut sauce made with cilantro, ginger, and lime juice. Serve with steamed squash.","[""1 \u00bd cups coconut milk"", ""4 tablespoons chopped fresh cilantro, divided"", ""4 tablespoons chopped green onions, divided"", ""2 tablespoons lime juice"", ""2 cloves garlic, minced"", ""4 teaspoons minced fresh ginger root"", ""1 teaspoon fish sauce"", ""2 (6 ounce) mahi mahi fillets""]","[""Heat a grill pan over medium heat."", ""Stir coconut milk, 2 tablespoons each cilantro and green onions, lime juice, garlic, ginger, and fish sauce together in a saucepan; bring to a boil."", ""Brush mahi mahi fillets with enough sauce to coat; place into the hot grill pan. Cook until fish flakes easily with a fork, about 7 minutes per side."", ""While the fish is cooking, cook remaining sauce at a boil until slightly thickened, 3 to 4 minutes. Remove from the heat and keep warm until fish is done."", ""Transfer fish to a serving platter. Drizzle warm sauce over top and garnish with remaining cilantro and green onions.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.73,0
