recipe_id_candidate,source_index,display_name,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_grams_estimated,parse_status,fooddb_version_used,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,2,"5 skinless, boneless chicken thighs",chicken thighs,chicken thighs,5.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,3,6 tablespoons low-sodium soy sauce,low-sodium soy sauce,low sodium soy sauce,6.0,tablespoon,96.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,5,2 tablespoons rice wine vinegar,rice wine vinegar,rice wine vinegar,2.0,tablespoon,30.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,9,1 cup zucchini,zucchini,zucchini,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,12,1 1/2 cups instant rice,instant rice,instant rice,1.5,cup,277.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,13,2 cups low-sodium chicken broth,low-sodium chicken broth,low sodium chicken broth,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,14,1/2 cup yum yum sauce,yum yum sauce,yum yum sauce,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,15,1/4 cup green onions,green onions,green onions,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,1,1 pound lean ground beef,lean ground beef,beef,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,3,2 (6 ounce) cans tomato paste,tomato paste,tomato paste,2.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,4,1 (14.5 ounce) can crushed tomatoes,crushed tomatoes,tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,7,2 teaspoons garlic powder,garlic powder,garlic powder,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,11,12 ounces cottage cheese,cottage cheese,cottage cheese,12.0,ounce,340.19,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,14,9 lasagna noodles,lasagna noodles,lasagna noodles,9.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,15,1 pound shredded mozzarella cheese,shredded mozzarella cheese,mozzarella cheese,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_028,42049,Easy Skillet Lasagna,1,½ pound ground beef,ground beef,beef,0.5,pound,226.8,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_028,42049,Easy Skillet Lasagna,2,½ (28 ounce) jar spaghetti sauce,spaghetti sauce,spaghetti sauce,0.5,jar,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_028,42049,Easy Skillet Lasagna,3,1 (14.5 ounce) can diced tomatoes,diced tomatoes,tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_028,42049,Easy Skillet Lasagna,10,2 cups dried mafalda noodles,dried mafalda noodles,mafalda noodles,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_028,42049,Easy Skillet Lasagna,11,1 cup shredded mozzarella cheese,shredded mozzarella cheese,mozzarella cheese,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_029,56,Air Fryer Everything-Bagel Salmon Dinner,1,cooking spray,cooking spray,cooking spray,,,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,out_of_scope_non_food_or_non_nutrition_line
recipes_v1_1_candidate_029,56,Air Fryer Everything-Bagel Salmon Dinner,6,1 tablespoon ijon mustard,ijon mustard,ijon mustard,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_029,56,Air Fryer Everything-Bagel Salmon Dinner,9,2 cups broccoli florets,broccoli florets,broccoli florets,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_029,56,Air Fryer Everything-Bagel Salmon Dinner,10,2 ounces) salmon fillets,) salmon fillets,salmon fillets,2.0,ounce,56.7,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_029,56,Air Fryer Everything-Bagel Salmon Dinner,11,2 teaspoons everything bagel seasoning,everything bagel seasoning,everything bagel seasoning,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_030,47574,Stuffed Eggplant,5,"1/2 pound sweet Italian sausage, casings removed",sweet Italian sausage,sweet italian sausage,0.5,pound,226.8,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_030,47574,Stuffed Eggplant,7,1 cup sliced fresh mushrooms,sliced fresh mushrooms,mushrooms,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_030,47574,Stuffed Eggplant,10,1 cup tomato-basil pasta sauce,tomato-basil pasta sauce,tomato basil pasta sauce,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_030,47574,Stuffed Eggplant,11,"3/4 cup Italian seasoned panko bread crumbs, divided",Italian seasoned panko bread crumbs,italian seasoned panko bread crumbs,0.75,cup,81.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,1,1 large spaghetti squash (4 to 5 pounds),spaghetti squash,spaghetti squash,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,5,2 arge egg yolks,arge egg yolks,arge egg yolks,2.0,count,100.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,8,2 tablespoons unsalted butter,unsalted butter,unsalted butter,2.0,tablespoon,28.4,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,9,"1/2 cup Parmigiano Reggiano cheese, plus more for serving",Parmigiano Reggiano cheese,parmigiano reggiano cheese,0.5,cup,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,10,1/2 cup pecorino Romano cheese,pecorino Romano cheese,pecorino romano cheese,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,11,2 tablespoons Italian parsley,Italian parsley,italian parsley,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_032,26252,Slow Cooker Tuscan Chicken Meatballs with Gnocchi,2,1/4 cup bread crumbs,bread crumbs,bread crumbs,0.25,cup,27.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_032,26252,Slow Cooker Tuscan Chicken Meatballs with Gnocchi,4,2 tablespoons finely chopped dried tomatoes,finely chopped dried tomatoes,finely tomatoes,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_032,26252,Slow Cooker Tuscan Chicken Meatballs with Gnocchi,8,1/2 teaspoon I talian seasoning,I talian seasoning,i talian seasoning,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_032,26252,Slow Cooker Tuscan Chicken Meatballs with Gnocchi,10,1/4 teaspoon freshly ground black pepper,freshly ground black pepper,freshly black pepper,0.25,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_032,26252,Slow Cooker Tuscan Chicken Meatballs with Gnocchi,11,1 pound ground chicken,ground chicken,chicken,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,2,1 pound 93% lean ground turkey,93% lean ground turkey,93 turkey,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,3,2 zucchini,zucchini,zucchini,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,4,1 pepper bell pepper,pepper bell pepper,pepper bell pepper,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,7,1 (15.25 ounce) can black beans,black beans,black beans,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,8,1 (14.5 ounce) can fire roasted tomatoes,fire roasted tomatoes,fire roasted tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,9,"1 (14 1/2 ounce) new potatoes, drained and rinsed",new potatoes,new potatoes,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_034,26250,Slow Cooker Chicken and Rice,1,2 cups reduced sodium chicken broth,reduced sodium chicken broth,reduced sodium chicken broth,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_034,26250,Slow Cooker Chicken and Rice,4,1 tablespoon Dijon mustard,Dijon mustard,dijon mustard,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_034,26250,Slow Cooker Chicken and Rice,6,"1 1/2 pounds skinless boneless chicken thighs, cut into bite-sized pieces",chicken thighs,chicken thighs,1.5,pound,680.39,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_035,14435,Homemade Roasted Chicken Noodle Soup,1,"1 (4 pound) whole chicken, cut into pieces",whole chicken,whole chicken,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_035,14435,Homemade Roasted Chicken Noodle Soup,3,"2 teaspoons kosher salt, divided",kosher salt,kosher salt,2.0,teaspoon,12.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_035,14435,Homemade Roasted Chicken Noodle Soup,5,"2 medium carrots, cut into 2-inch pieces",carrots,carrots,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_035,14435,Homemade Roasted Chicken Noodle Soup,8,1 cup cold water,cold water,cold water,1.0,cup,240.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_036,42384,Prime Rib Soup,1,"4 beef ribs, trimmed from a cooked prime rib roast",beef ribs,beef ribs,4.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_036,42384,Prime Rib Soup,2,2 cups beef stock,beef stock,beef stock,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_036,42384,Prime Rib Soup,5,1 (8 ounce) package sliced fresh mushrooms,sliced fresh mushrooms,mushrooms,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_036,42384,Prime Rib Soup,8,¼ cup chopped fresh chives,chopped fresh chives,chives,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_037,15469,Asian Chicken Salad,2,3 tablespoons rice vinegar,rice vinegar,rice vinegar,3.0,tablespoon,45.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_038,25687,Classic Turkey and Rice Soup,1,1 turkey carcass,turkey carcass,turkey carcass,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_038,25687,Classic Turkey and Rice Soup,10,"2 quarts water, or as needed",quarts water,quarts water,2.0,count,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_039,43741,Black-Eyed Peas and Rice,1,1 cup dried black-eyed peas,dried black-eyed peas,black eyed peas,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_039,43741,Black-Eyed Peas and Rice,3,1 cup lean diced ham,lean diced ham,ham,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_039,43741,Black-Eyed Peas and Rice,5,½ cup chopped green bell pepper,chopped green bell pepper,green bell pepper,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_039,43741,Black-Eyed Peas and Rice,9,"2 pinches paprika, or more to taste",pinches paprika,pinches paprika,2.0,count,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_040,25792,Quinoa Chard Pilaf,4,"2 cups uncooked quinoa, rinsed",uncooked quinoa,uncooked quinoa,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_040,25792,Quinoa Chard Pilaf,5,"1 cup canned lentils, rinsed",canned lentils,canned lentils,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_040,25792,Quinoa Chard Pilaf,6,"8 ounces fresh mushrooms, chopped",fresh mushrooms,mushrooms,8.0,ounce,226.8,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_040,25792,Quinoa Chard Pilaf,7,1 quart vegetable broth,quart vegetable broth,quart vegetable broth,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_040,25792,Quinoa Chard Pilaf,8,"1 bunch Swiss chard, stems removed",stems removed,stems removed,1.0,bunch,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_041,25796,Harvest Patties,1,"3 yellow potatoes, peeled and grated",yellow potatoes,yellow potatoes,3.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_041,25796,Harvest Patties,4,1 ½ cups grated butternut squash,grated butternut squash,butternut squash,1.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_041,25796,Harvest Patties,6,½ cup whole wheat flour,whole wheat flour,whole wheat flour,0.5,cup,60.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_042,48781,Greek Feta and Spinach Potato Casserole,1,"2 1/2 pounds yukon gold potatoes, peeled and halved",yukon gold potatoes,yukon gold potatoes,2.5,pound,1133.98,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_042,48781,Greek Feta and Spinach Potato Casserole,6,2 tablespoons green onions,green onions,green onions,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_042,48781,Greek Feta and Spinach Potato Casserole,8,1 1/2 teaspoons kosher salt,kosher salt,kosher salt,1.5,teaspoon,9.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_042,48781,Greek Feta and Spinach Potato Casserole,12,6 ounces feta,feta,feta,6.0,ounce,170.1,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_042,48781,Greek Feta and Spinach Potato Casserole,13,1/4 cup mint leaves,mint leaves,mint leaves,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_043,26259,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",1,"1 pound red potatoes, cut into 1-inch pieces",red potatoes,red potatoes,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_043,26259,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",5,1/2 teaspoon red pepper flakes (optional),red pepper flakes,red pepper flakes,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_043,26259,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",6,6 slices bacon,bacon,bacon,6.0,slice,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_043,26259,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",9,2 cups chicken broth,chicken broth,chicken broth,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_043,26259,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",10,"2 pounds skinless, boneless chicken thighs",chicken thighs,chicken thighs,2.0,pound,907.18,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_044,14323,Easy Chicken and Dumplings with Vegetables,2,2 cups chopped baby carrots,chopped baby carrots,baby carrots,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_044,14323,Easy Chicken and Dumplings with Vegetables,9,"4 skinless, boneless chicken breast halves, chopped",chicken breast halves,chicken breast halves,4.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_044,14323,Easy Chicken and Dumplings with Vegetables,10,"1 (10 ounce) can refrigerated biscuit dough, separated and chopped",refrigerated biscuit dough,refrigerated biscuit dough,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_045,55162,BLT Pasta Carbonara,2,"½ pound sliced bacon, cut into 1/2-inch pieces",cut into 1/2-inch pieces,cut into 1 2 inch pieces,0.5,pound,226.8,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_045,55162,BLT Pasta Carbonara,7,13 ½ ounces whole wheat elbow macaroni,whole wheat elbow macaroni,whole wheat elbow macaroni,13.5,ounce,382.72,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_045,55162,BLT Pasta Carbonara,9,"1 pint cherry tomatoes, halved",pint cherry tomatoes,pint cherry tomatoes,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_046,5168,Alison's Slow Cooker Vegetable Beef Soup,1,1 ½ pounds cubed beef stew meat,cubed beef stew meat,cubed beef stew meat,1.5,pound,680.39,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_046,5168,Alison's Slow Cooker Vegetable Beef Soup,4,1 (28 ounce) can crushed tomatoes,crushed tomatoes,tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_046,5168,Alison's Slow Cooker Vegetable Beef Soup,5,1 (16 ounce) package frozen mixed vegetables,frozen mixed vegetables,mixed vegetables,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_046,5168,Alison's Slow Cooker Vegetable Beef Soup,6,"2 potatoes, peeled and cubed",potatoes,potatoes,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_046,5168,Alison's Slow Cooker Vegetable Beef Soup,7,"10 cubes beef bouillon, crumbled",beef bouillon,beef bouillon,10.0,cube,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_047,40706,Greek Green Beans,2,2 cups chopped onions,chopped onions,onions,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_047,40706,Greek Green Beans,5,"3 large tomatoes, diced",tomatoes,tomatoes,3.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_047,40706,Greek Green Beans,6,2 teaspoons sugar,sugar,sugar,2.0,teaspoon,8.4,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_048,38085,Baked Rigatoni,3,"2 pounds mild Italian sausage links, casings removed",mild Italian sausage links,mild italian sausage links,2.0,pound,907.18,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_048,38085,Baked Rigatoni,4,"2 (28 ounce) cans Italian-style crushed tomatoes, undrained",Italian-style crushed tomatoes,italian style tomatoes,2.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_048,38085,Baked Rigatoni,9,1 ½ (16 ounce) packages rigatoni pasta,rigatoni pasta,rigatoni pasta,1.5,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_048,38085,Baked Rigatoni,10,"1 pound mozzarella cheese, shredded",mozzarella cheese,mozzarella cheese,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_048,38085,Baked Rigatoni,11,"1 ½ cups freshly shredded Parmesan cheese, divided",freshly shredded Parmesan cheese,freshly parmesan cheese,1.5,cup,150.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_048,38085,Baked Rigatoni,12,aluminum foil,aluminum foil,aluminum foil,,,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,out_of_scope_non_food_or_non_nutrition_line
recipes_v1_1_candidate_049,46209,Classic Goulash,3,2 pounds lean ground beef,lean ground beef,beef,2.0,pound,907.18,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_049,46209,Classic Goulash,7,2 (14.5 ounce) cans diced tomatoes,diced tomatoes,tomatoes,2.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_049,46209,Classic Goulash,9,2 tablespoons dried Italian herb seasoning,dried Italian herb seasoning,italian herb seasoning,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_049,46209,Classic Goulash,10,"1 tablespoon seasoned salt, or to taste",seasoned salt,seasoned salt,1.0,tablespoon,18.0,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_049,46209,Classic Goulash,12,2 cups uncooked elbow macaroni,uncooked elbow macaroni,uncooked elbow macaroni,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
