pilot_recipe_id,source_row_number,recipe_signature,recipe_title,category,subcategory,description,ingredients_json,directions_json,num_ingredients,num_steps,duplicate_group_size,selection_bucket,selection_score,noise_score,packaging_count,alternative_count,optional_count,brand_hint_count
pilot_recipe_022,48763,e7cd289c7a8a6f82a706eb857306bc2c928d0f1b,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,A French-inspired Vietnamese beef stir fry.,"[""2 tablespoons minced garlic"", ""2 tablespoons oyster sauce"", ""1 \u00bd tablespoons white sugar"", ""1 tablespoon fish sauce"", ""1 tablespoon sesame oil"", ""1 tablespoon soy sauce"", ""1 teaspoon hoisin sauce"", ""1 \u00bd pounds beef top sirloin, cut into 1-inch cubes""]","[""Whisk garlic, oyster sauce, 1 1/2 tablespoons sugar, fish sauce, sesame oil, soy sauce, and hoisin sauce together in a bowl; add beef. Marinate beef in refrigerator for at least 1 hour."", ""Whisk vinegar, 1 1/2 tablespoons sugar, and 1 1/2 teaspoons salt together in a bowl until vinaigrette is smooth; add onion. Refrigerate for 10 minutes to pickle the onion."", ""Whisk lime juice, 1/2 teaspoon salt, and black pepper together in a bowl until dipping sauce is smooth. Transfer dipping sauce to ramekins."", ""Heat cooking oil in a wok or large skillet over high heat until oil starts to smoke; add beef. Cook in a single layer until beef is seared, about 2 minutes. Cook and stir (or \""shake\"") until beef reaches desired doneness, 2 to 4 minutes."", ""Spread watercress onto a serving plate and top with tomatoes. Drizzle vinaigrette over tomatoes and layer beef onto watercress; top with onion. Serve dipping sauce on the side.""]",8,5,1,main_dishes,9.73,0,0,0,0,0
pilot_recipe_023,46868,4d98530b99c3bd3b6d574ca0728baa1191a32e7c,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,"I usually prepare this recipe for 300 plus senior citizens where I work, but I've scaled it down for home use. The recipe is for freshly seasoned and breaded pork chops that come out nice and moist.","[""2 cups all-purpose flour"", ""6 eggs"", ""\u215b cup milk"", ""2 cups seasoned bread crumbs"", ""1 teaspoon lemon pepper"", ""1 tablespoon dried parsley"", ""1 teaspoon garlic powder"", ""\u00bc teaspoon dried dill weed"", ""1 teaspoon Italian-style seasoning"", ""6 (3/4 inch thick) center cut pork chops""]","[""Preheat oven to 375 degrees F (190 degrees C)."", ""Place the flour in a bowl. Combine the eggs and milk in a separate bowl, mixing together well, and then place the bread crumbs in another separate bowl. To the bread crumbs stir in the lemon pepper, parsley, garlic powder, dill and Italian-style seasoning."", ""Dip each chop into the flour, shaking off any excess flour, then dip into the egg/milk mixture, and, finally, dredge each chop liberally in the bread crumbs."", ""Lay the chops into a lightly greased 9x13 inch baking dish and pour water as needed into the dish, enough to just cover the bottom."", ""Bake for 40 minutes, then reduce heat to 325 degrees F (165 degrees C) for 20 more minutes.""]",10,5,1,main_dishes,9.73,0,0,0,0,0
pilot_recipe_024,26199,117fb18d0de597c8345d564ff7f00c518efe6a5d,Cajun Shrimp and Sausage Sheet Pan Dinner,Dinner,Sheet Pan Dinners,"You might call this Cajun shrimp and sausage sheet pan dinner a shrimp boil without the water, or maybe a gumbo without the roux. With so many vegetables, a simple green salad will complete this dinner nicely, along with some crusty French bread.","[""1 pound asparagus spears,"", ""1 pound yellow squash"", ""1 pound zucchini"", ""1/2 medium red onion"", ""1 pepper red bell pepper"", ""3 tablespoons olive oil"", ""2 tablespoons low-sodium Cajun seasoning"", ""1 pound cocktail wieners"", ""1 pound shrimp without tails"", ""fresh parsley fresh parsley""]","[""Preheat the oven to 400 degrees F (200 degrees C), and line a sheet pan with parchment paper or foil."", ""Add asparagus, yellow squash, zucchini, onion, bell pepper, 2 tablespoons olive oil, and 2 tablespoons Cajun seasoning; toss until vegetables are well coated. Stir in cocktail wieners, and spread everything evenly on the prepared pan."", ""Roast in the preheated oven for 10 minutes."", ""Dry shrimp with paper towels and place in a bowl. Toss with remaining 1 tablespoon olive oil and 1 teaspoon Cajun seasoning. Stir vegetables and sausages, and place oiled and seasoned shrimp on top."", ""Roast until vegetables are fork tender and shrimp is just opaque, about 10 minutes more. Shrimp will continue to cook after the pan is removed from the oven. Garnish with fresh parsley and lemon slices.""]",10,5,1,dinner,9.73,0,0,0,0,0
pilot_recipe_025,48281,31b7ce9e0ddc7606f909cf24fcd565d407be5f5c,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,Stuffed red bell peppers are filled with savory beef and rice and baked with prepared spaghetti sauce for a hearty dish that doesn't need a lot of preparation.,"[""6 red bell peppers, tops and seeds removed"", ""5 cups meatless spaghetti sauce, divided"", ""3 eggs, beaten"", ""1 \u00bc cups instant rice"", ""\u00bc cup finely chopped onion"", ""1 \u00bd teaspoons Worcestershire sauce"", ""1 teaspoon salt"", ""1 pinch ground black pepper"", ""1 \u00bd pounds lean ground beef"", ""6 tablespoons shredded Cheddar cheese, divided""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Bring a large pot of water to a boil. Reduce heat to medium; add bell peppers and cook until slightly softened, about 5 minutes. Drain and rinse with cold water."", ""Combine 3 cups spaghetti sauce, eggs, rice, onion, Worcestershire sauce, salt, and black pepper together in a bowl. Crumble in ground beef; stir until thoroughly combined."", ""Place peppers in a large baking dish, top-sides up; fill with beef mixture. Pour remaining 2 cups spaghetti sauce over peppers. Cover dish with aluminum foil."", ""Bake in the preheated oven until peppers tender, filling set, and an instant-read thermometer inserted into middle of peppers reads at least 160 degrees F (70 degrees C), 55 to 60 minutes. Top each pepper with 1 tablespoon cheese.""]",10,5,1,main_dishes,9.73,0,0,0,0,0
pilot_recipe_026,59834,75fa351889aca7e882f86968e32e806599f4c5ed,Grilled Fruit and Vegetable Kabobs,Vegetarian,Vegetarian Bbq & Grilling,"These Hawaiian grilled veggie kabobs with pineapple are a great healthy dinner your family will love. Plus, using aluminum foil prevents them from sticking to the grill and makes cleanup a breeze.","[""Reynolds Wrap Aluminum Foil"", ""2 small yellow squash, halved lengthwise and cut into 1/4-inch-thick slices"", ""2 small zucchini, halved lengthwise and cut in 1/4 inch slices"", ""\u00bd medium red onion, diced in 1/2-inch pieces"", ""\u00bd medium red bell pepper, diced in 1/2-inch pieces"", ""1 cup sliced fresh pineapple, diced in 1/2-inch pieces"", ""1 cup cherry tomatoes"", ""8 wooden skewers""]","[""Preheat the grill to low, 325 degrees F to 350 degrees F (165 degrees C to 175 degrees C). Line the grill grate with Reynolds Wrap aluminum foil."", ""Make kabobs: Thread squash, zucchini, onion, bell pepper, pineapple, and tomatoes onto skewers. Place on a plate and set aside."", ""Make marinade: Combine olive oil, lemon juice, parsley, lemon zest, garlic, salt, and pepper in a medium bowl; mix well."", ""Brush marinade onto kabobs."", ""Place kabobs on the aluminum foil in the preheated grill and cook, rotating occasionally, until vegetables reach desired doneness, 10 to 15 minutes. Transfer kabobs to a plate to cool before serving.""]",8,5,1,vegetarian,9.73,0,0,0,0,0
pilot_recipe_027,48695,1dc193d1bdd4e61f914152eea356d10e99beb33d,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,"Grilled mahi mahi fillets in a Thai coconut sauce made with cilantro, ginger, and lime juice. Serve with steamed squash.","[""1 \u00bd cups coconut milk"", ""4 tablespoons chopped fresh cilantro, divided"", ""4 tablespoons chopped green onions, divided"", ""2 tablespoons lime juice"", ""2 cloves garlic, minced"", ""4 teaspoons minced fresh ginger root"", ""1 teaspoon fish sauce"", ""2 (6 ounce) mahi mahi fillets""]","[""Heat a grill pan over medium heat."", ""Stir coconut milk, 2 tablespoons each cilantro and green onions, lime juice, garlic, ginger, and fish sauce together in a saucepan; bring to a boil."", ""Brush mahi mahi fillets with enough sauce to coat; place into the hot grill pan. Cook until fish flakes easily with a fork, about 7 minutes per side."", ""While the fish is cooking, cook remaining sauce at a boil until slightly thickened, 3 to 4 minutes. Remove from the heat and keep warm until fish is done."", ""Transfer fish to a serving platter. Drizzle warm sauce over top and garnish with remaining cilantro and green onions.""]",8,5,1,main_dishes,9.73,0,0,0,0,0
pilot_recipe_028,26187,d5fe3de7110e1e4e40d9c39f382a4a56df52745c,Sheet Pan Salmon and Veggies,Dinner,Sheet Pan Dinners,"This sheet pan salmon and veggies is bursting with flavor. Lightly citrus-glazed salmon roasts atop a mix of vibrant, colorful peppers, zucchini, squash, and red onion, and it cooks in under 30 minutes.","[""2 tablespoons olive oil"", ""3 bell peppers,"", ""2 to 3 zucchini,"", ""2 summer squash,"", ""1 cup grape tomatoes, halved"", ""1 red onion, thinly sliced"", ""6 cloves garlic, chopped"", ""1 teaspoon herbs"", ""1/2 teaspoon salt""]","[""Preheat the oven to 425 degrees F (220 degrees C)."", ""Pour olive oil into a resealable plastic bag. Add bell peppers, zucchini, summer squash, tomatoes, red onion, chopped garlic, herbs, and salt. Toss to coat. Spread vegetables out evenly on a baking sheet. Lay salmon, skin side down, on top of vegetables."", ""Stir orange juice, lemon juice, agave syrup, minced garlic, and chile flakes together in a small bowl; spoon glaze over the salmon. Glaze will be thin. Season with salt."", ""Bake in the preheated oven until fish flakes easily with a fork, about 20 minutes.""]",9,4,2,dinner,9.71,0,0,0,0,0
pilot_recipe_029,26856,62c85e8718c1d0d164659945712806c38ba9c1fe,Simple Slow Roast Chicken,Dinner,Baked And Roasted Chicken,"Slow-cooked chicken is the ultimate comfort food. The delicate herb rub and splash of red wine complement the chicken while infusing it with rich, satisfying flavor.","[""1 cup red wine"", ""1 teaspoon paprika"", ""1 teaspoon ground black pepper"", ""1 teaspoon garlic salt"", ""1 teaspoon dried parsley"", ""1 teaspoon dried marjoram"", ""1 (4 pound) whole chicken"", ""4 stalks celery, halved"", ""1 onion, quartered""]","[""Preheat the oven to 250 degrees F (120 degrees C). Pour red wine into a roasting pan with a lid; set aside."", ""Combine paprika, black pepper, garlic salt, parsley, and marjoram in a small bowl. Rub chicken all over with spice mixture. Place celery and onion into cavity of chicken. Put chicken into the prepared roasting pan."", ""Cover chicken and bake in the preheated oven until no longer pink, and juices run clear, 4 to 5 hours. An instant-read thermometer inserted into thickest part of thigh near bone, should read 165 degrees F (74 degrees C)."", ""Remove chicken from the roasting pan, cover with a doubled sheet of foil, and allow to rest in a warm area for 10 minutes before serving.""]",9,4,2,dinner,9.71,0,0,0,0,0
pilot_recipe_030,60258,af4e09423110f30cc8fd4d0962115367fd00a747,Make-Ahead Vegetarian Moroccan Stew,Vegetarian,Vegetarian Soups And Stews,"This family-favorite Moroccan stew is delicious and healthy. Refrigerate it, freeze it, or eat it right away! Serve over couscous with a slice of warm bread.","[""1 teaspoon ground cinnamon"", ""1 teaspoon ground cumin"", ""1 teaspoon kosher salt"", ""\u00bd teaspoon ground ginger"", ""\u00bc teaspoon ground cloves"", ""\u00bc teaspoon ground nutmeg"", ""\u00bc teaspoon ground turmeric"", ""\u215b teaspoon curry powder""]","[""Make the spice mixture: Mix cinnamon, cumin, salt, ginger, cloves, nutmeg, turmeric, and curry powder together in a bowl."", ""Make the stew: Melt butter in a large pot over medium heat. Add onion and cook until soft and just beginning to brown, 5 to 10 minutes. Stir in kale and spice mixture; cook and stir until kale begins to wilt and spices are fragrant, about 2 minutes."", ""Add broth, garbanzo beans, tomatoes, potatoes, sweet potatoes, carrots, lentils, apricots, and honey; stir to combine and bring to a boil."", ""Reduce the heat to low and simmer for 5 minutes. Remove from the heat and let cool for 30 to 40 minutes. Cover the pot and refrigerate for up to 3 days."", ""When ready to eat, remove from the refrigerator and bring to a boil. Reduce the heat and simmer until vegetables are tender and stew is heated through, about 25 minutes. Season with black pepper. If a thicker stew is desired, dissolve cornstarch in water. Stir mixture into stew and simmer until thickened, about 5 more minutes.""]",8,5,2,vegetarian,9.71,0,0,0,0,0
pilot_recipe_031,26200,ca9de323d71ef148fa5ef1bffab06abbea5ee659,Sheet Pan Lemon Balsamic Chicken and Potatoes,Dinner,Sheet Pan Dinners,"These sheet pan lemon balsamic chicken thighs, tender chicken with crispy potatoes in a tangy marinade, roast together on one sheet pan. They are topped with lemony seasoned olive brine and a tzatziki-feta sauce.","[""1 1/2 pounds skinless, boneless chicken thighs"", ""1 1/2 pounds baby potatoes,"", ""1/4 cup extra-virgin olive oil"", ""2 tablespoons balsamic vinegar"", ""2 tablespoons Dijon mustard"", ""2 teaspoons paprika"", ""1 teaspoon dried oregano"", ""2 cloves garlic"", ""1/2 teaspoon ground black pepper"", ""1/4 teaspoon red chili flakes""]","[""Preheat the oven to 425 degrees F (220 degrees C). Line a large baking sheet with aluminum foil. Place chicken and potatoes in a large bowl."", ""Whisk 1/4 cup olive oil, balsamic vinegar, Dijon mustard, paprika, oregano, garlic, black pepper, and chili flakes together in a small bowl. Pour mixture over chicken and potatoes; toss to coat. Arrange chicken and potatoes on the prepared baking sheet in an even layer."", ""Bake in the preheated oven until chicken juices run clear and potatoes are tender, 30 to 35 minutes. An instant-read thermometer inserted near the center of chicken should read 165 degrees F (74 degrees C)."", ""Meanwhile, for brine, stir 2 tablespoons olive oil, olives, lemon juice, pepperoncini, basil, and dill together in a small bowl. Stir tzatziki sauce and feta together in a separate bowl."", ""Remove chicken and potatoes from the oven. Divide onto serving plates. Drizzle with olive brine and top with tzatziki feta sauce. Serve immediately.""]",10,5,2,dinner,9.71,0,0,0,0,0
pilot_recipe_032,60321,649be4b338b5ef9b9cb7e1618d9d4c1c7484c651,Slow Cooker Candied Yams,Vegetarian,Vegetarian Slow Cooker Recipes,"An easy slow cooker recipe for candied yams or sweet potatoes. Cooking in the crockpot frees up your oven, especially during the holidays when you can't decide what to put in the oven first. It can be made 2 to 3 days in advance and reheated in the microwave.","[""5 cups yams, peeled and cut into 1/2-inch pieces"", ""1 \u00bc cups water"", ""1 cup brown sugar"", ""\u00be cup pineapple juice"", ""\u00bc cup salted butter, cubed"", ""2 tablespoons vanilla extract"", ""1 teaspoon ground cinnamon"", ""\u00bd teaspoon ground nutmeg"", ""2 tablespoons cornstarch"", ""2 tablespoons water""]","[""Line a slow cooker with a slow cooker liner or grease with cooking spray."", ""Place yams in the bottom of the slow cooker. Top with water, brown sugar, pineapple juice, butter, vanilla, cinnamon, and nutmeg. Stir to evenly distribute sauce."", ""Cook on Low for 2 hours. Stir."", ""Stir cornstarch and water together in a small bowl to make a slurry. Add to slow cooker and stir to incorporate."", ""Cook until yams are fork-tender and sauce has thickened, about 1 hour more.""]",10,5,2,vegetarian,9.71,0,0,0,0,0
pilot_recipe_033,59935,2ddea1dc9e78d48358f13e4c01ca3616fbb8f354,Vegetarian Pho (Vietnamese Noodle Soup),Vegetarian,Vegetarian Protein,A vegetarian version of this tasty Vietnamese noodle soup.,"[""10 cups vegetable stock"", ""1 onion, peeled and halved"", ""\u00bc cup soy sauce"", ""8 cloves garlic, coarsely chopped"", ""2 (3 inch) cinnamon sticks"", ""2 teaspoons ground ginger"", ""2 pods star anise"", ""2 bay leaves""]","[""Place vegetable stock, onion, soy sauce, garlic, cinnamon sticks, ground ginger, star anise, and bay leaves in a large pot; bring to a boil. Reduce heat, cover, and simmer until flavors combine, 30 to 45 minutes. Remove solids with a slotted spoon and keep broth hot."", ""Place noodles in a large bowl and cover with boiling water. Set aside until noodles are softened, 8 to 10 minutes. Drain and rinse thoroughly. Divide noodles among 6 serving bowls."", ""Heat oil in a large skillet over medium-high heat until shimmering. Add tofu in a single layer and fry, in batches, until golden brown, about 6 minutes per side."", ""Simmer fried tofu and mushrooms in broth until heated through, about 5 minutes. Transfer to serving bowls. Top with scallions and cilantro. Ladle in hot broth."", ""Serve lime wedges, jalapeno peppers, bean sprouts, and basil alongside for garnishing each bowl.""]",8,5,2,vegetarian,9.71,0,0,0,0,0
pilot_recipe_034,26584,7736291bc3293e89139109989bac7333b873691a,Honey Mustard Spaghetti,Dinner,Pasta Main Dishes,"Sweet-salty, rich honey mustard spaghetti simmers pasta and chicken in a honey mustard cream. The dish is finished with crisp bacon and a sprinkling of green onion.","[""3 tablespoons Dijon mustard"", ""2 tablespoons honey"", ""12 ounces spaghetti"", ""6 slices bacon"", ""1 pound boneless chicken breast, cubed"", ""1 bunch green onions"", ""1 1/2 cups heavy cream"", ""1 teaspoon kosher salt"", ""1/2 teaspoon pepper""]","[""Stir together mustard and honey in a small bowl and set aside. Meanwhile, bring a large pot of salted water to a boil. Cook pasta until tender with a bite, about 9 minutes, or according to package instructions. Reserve 1/2 cup pasta water, drain, and set aside."", ""While pasta cooks, heat a large deep skillet over medium heat. Add bacon and cook until crisp, about 5 minutes. Remove bacon from skillet to a paper towel-lined plate and reserve drippings in the skillet."", ""Add chicken to the hot skillet; cook until browned on all sides (chicken will not be fully cooked through at this point). Remove chicken from skillet and keep warm. Add light green parts of the onions to skillet and cook until tender, 1 to 2 minutes. Stir in honey mustard and heavy cream."", ""Return chicken to skillet and add salt and pepper. Bring to a simmer and cook, stirring occasionally, until slightly thickened and chicken is no longer pink at the center. Add pasta and reserved pasta water to skillet and cook until heated through. Crumble reserved bacon over the top, and sprinkle with green onions to serve.""]",9,4,3,dinner,9.69,0,0,0,0,0
pilot_recipe_035,26112,5e2abd7973a30cce0c7ea9e434a909ef6f1785ee,Sriracha Honey Chicken,Dinner,Quick And Easy Dinners For One,"This Sriracha honey chicken is a quick, easy, and surprisingly delicious recipe made with simple pantry staples. This dish is versatile and forgiving — adjust the Sriracha to your taste.","[""3 tablespoons Sriracha hot sauce"", ""1 tablespoon honey"", ""1 tablespoon butter, melted"", ""1 teaspoon garlic powder"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon Italian seasoning"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""2 skinless, boneless chicken breasts""]","[""Preheat the oven to 450 degrees F (230 degrees C)."", ""Whisk Sriracha sauce, honey, butter, garlic powder, onion powder, Italian seasoning, salt, and black pepper together in a small bowl."", ""Place chicken in a baking dish; pour Sriracha sauce mixture over chicken and turn to completely coat chicken."", ""Cook in the preheated oven until no longer pink in centers and juices run clear, 15 to 20 minutes. An instant-read thermometer inserted into centers should read at least 165 degrees F (74 degrees C).""]",9,4,3,dinner,9.69,0,0,0,0,0
pilot_recipe_036,60600,a28e293a2e36db051dcb673ad8d9743a89282b40,Ham and Hash Brown Quiche,Vegetarian,Vegetarian Quiche,This ham and potato quiche is my husband's favorite breakfast.,"[""3 cups frozen hash brown potatoes, thawed"", ""3 tablespoons butter, melted"", ""1 cup cooked ham, chopped"", ""1 cup shredded Cheddar cheese"", ""\u00bc cup chopped onion"", ""\u00bc cup chopped green bell pepper"", ""3 large eggs"", ""\u00bd cup milk"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon ground black pepper""]","[""Preheat the oven to 425 degrees F (220 degrees C)."", ""Press hash brown potatoes between paper towels to remove excess moisture. Transfer potatoes to an 8-inch pie dish and press into the bottom and up the sides to form a crust. Drizzle with melted butter."", ""Bake in the preheated oven until golden, about 25 minutes. Remove from the oven and reduce heat to 350 degrees F (175 degrees C)."", ""Combine ham, Cheddar cheese, onion, and bell pepper in a bowl; spread over hash brown crust. Beat eggs, milk, salt, and black pepper in the same bowl; pour over ham mixture."", ""Bake in the oven until eggs are set, 25 to 30 minutes.""]",10,5,3,vegetarian,9.69,0,0,0,0,0
pilot_recipe_037,26555,09b2ac03c4a4487d0da1ef2b314546c80ca8840f,Miso Ramen Stir Fry,Dinner,Pasta Main Dishes,"For these 15-minute miso ramen noodles with asparagus and mushrooms, discard that seasoning packet and amp up your instant ramen with fresh veggies and miso, which adds an umami flavor bomb. Instant ramen will never be the same. Try adding a hard boiled egg on top.","[""6 ounces instant ramen noodles"", ""1 tablespoon sesame oil"", ""4 ounces mushrooms"", ""2 teaspoons rice vinegar"", ""1 teaspoon low sodium soy sauce"", ""6 spears asparagus"", ""2 tablespoons unsalted butter"", ""1 tablespoon miso paste"", ""chopped scallions"", ""sesame seeds,""]","[""Bring a pot of water to a boil, and add ramen, breaking up noodles if desired. Cook until tender, about 3 minutes, or according to package directions. Drain and set aside."", ""Heat sesame oil in a large skillet over medium heat, Add sliced mushrooms. Cook 4 minutes."", ""Add rice vinegar and soy sauce. Cook 4 minutes."", ""Add asparagus and cook 1 minute. Stir in butter and miso paste. Cook 1 minute more. Turn heat off."", ""Stir in drained noodles. Ladle into serving dishes and garnish with scallions and sesame seeds.""]",10,5,3,dinner,9.69,0,0,0,0,0
pilot_recipe_038,26070,7414452a22bd024c13841e2a7317c44ff63bea75,Lemon Panko-Crusted Salmon,Dinner,Quick And Easy Dinners For One,I love serving this panko salmon with a side of glazed baby carrots and garlic and feta mashed potatoes. It's a quick yet healthy meal that will satisfy your hunger.,"[""6 tablespoons panko bread crumbs"", ""1 tablespoon grated Parmesan cheese"", ""\u00bd teaspoon lemon-pepper seasoning"", ""\u00bd teaspoon dried thyme"", ""\u00bd teaspoon dried parsley"", ""\u215b teaspoon granulated garlic"", ""\u215b teaspoon lemon zest"", ""2 (4 ounce) salmon fillets"", ""1 tablespoon butter, melted""]","[""Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with aluminum foil."", ""Combine panko, Parmesan, lemon-pepper seasoning, thyme, parsley, garlic, and lemon zest in a bowl."", ""Place salmon onto the prepared baking sheet. Brush melted butter over top, then sprinkle with panko mixture."", ""Bake in the preheated oven until fish flakes easily with a fork, 20 to 25 minutes.""]",9,4,4,dinner,9.67,0,0,0,0,0
pilot_recipe_039,26779,1522157e2293154e213604e8ca13f3dcc390d448,President Ford's Braised Eye Round Steak,Dinner,Beef Steaks,Beef eye of round steaks are simmered in a red wine sauce until tender enough to cut with a fork. This is said to be one of former President Ford's favorite recipes.,"[""2 tablespoons vegetable oil"", ""2 large onions, sliced"", ""12 (4 ounce) beef eye of round steaks"", ""1 teaspoon seasoned salt"", ""\u00bc teaspoon dried thyme"", ""\u00bc cup all-purpose flour for coating"", ""1 cup Burgundy wine"", ""1 cup beef consomme"", ""1 teaspoon chopped fresh parsley""]","[""Heat oil in a large skillet over medium-high heat. Add onions; cook and stir until lightly browned and tender, about 5 minutes. Use a slotted spoon to transfer onions to a bowl."", ""Season steaks with seasoned salt and thyme, then dust lightly with flour. Fry steaks in the skillet over medium-high heat until browned, about 5 minutes per side."", ""Pour red wine and beef consomm\u00e9 into the skillet with steaks. Return onions to the skillet. Cook until the aroma of wine dissipates, 2 to 3 minutes."", ""Reduce heat to low, cover, and simmer for 1 hour. Serve steaks with sauce, garnish with chopped parsley.""]",9,4,4,dinner,9.67,0,0,0,0,0
pilot_recipe_040,26661,7efdafc6efeb204a040ad07810a63c6a5856ed69,Broiled Pork Chops,Dinner,Pork Chops,Broiling pork chops is easy to do. Pork is very lean; this quick broiling method keeps the meat juicy and succulent. These are fabulous pork chops. Serve with steamed veggies and mashed potatoes for a complete meal.,"[""\u00be cup ketchup"", ""\u00be cup water"", ""2 tablespoons distilled white vinegar"", ""1 tablespoon Worcestershire sauce"", ""2 teaspoons brown sugar"", ""1 teaspoon salt"", ""\u00bd teaspoon paprika"", ""\u00bd teaspoon chili powder"", ""\u215b teaspoon ground black pepper"", ""6 (3/4 inch) thick pork chops""]","[""Combine ketchup, water, vinegar, Worcestershire sauce, brown sugar, salt, paprika, chili powder, and pepper in a medium saucepan. Bring to a boil. Reduce heat to low; simmer, stirring occasionally, until slightly thickened, about 5 minutes. Set aside 1/2 of the sauce for serving."", ""Preheat the oven broiler. Place an oven rack 4 inches from heat."", ""Brush both sides of chops with sauce, then place on a broiling pan rack."", ""Broil chops for 4 minutes on each side. Brush with more sauce. Continue broiling, turning and basting every 3 to 4 minutes, until juices run clear. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C)."", ""Serve pork chops with reserved sauce.""]",10,5,4,dinner,9.67,0,0,0,0,0
pilot_recipe_041,60593,c1eed287a2af27bc1d91a0e090615136393fda16,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,This rich leek quiche with goat cheese is the best brunch quiche ever. Serve with a crisp green salad.,"[""1 (9 inch) frozen single pie crust, thawed"", ""3 leeks - white and light green parts only, halved lengthwise, and sliced"", ""3 eggs"", ""\u00bd cup heavy whipping cream"", ""\u00bd cup milk"", ""2 tablespoons chopped fresh chives"", ""\u00bc teaspoon ground nutmeg"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""2 ounces soft goat cheese, crumbled""]","[""Preheat the oven to 400 degrees F (200 degrees C). Prick pie crust all over with a fork; place on a baking sheet."", ""Bake in the preheated oven until lightly golden, about 15 minutes. Remove crust and set aside to cool slightly; reduce oven temperature to 375 degrees (190 degrees C)."", ""Bring a large pot of water to a boil and simmer leeks just until tender, about 7 minutes; drain thoroughly."", ""Whisk eggs, heavy cream, milk, chives, nutmeg, salt, and black pepper together in a bowl. Spread leeks evenly over bottom of pie crust; dot with goat cheese. Pour egg mixture over leeks."", ""Bake in the preheated oven until puffed, lightly browned, and a sharp knife inserted near the center comes out clean, 40 to 50 minutes. Remove to cool until warm or room temperature before serving.""]",10,5,4,vegetarian,9.67,0,0,0,0,0
pilot_recipe_042,26455,71cc7a1ed0adde4c80ea5cec470abf7b77439c74,Sweet Chili Chicken with Creamy Lime Sauce,Dinner,Main Dishes,"For this sweet chili chicken with creamy lime sauce, chicken strips marinate in a sweet chili sauce, then are served over rice with a simple tangy lime sauce. Flavor upon flavor—so good!","[""1/2 cup sweet chili sauce"", ""2 tablespoons low-sodium soy sauce"", ""1 tablespoon sesame oil"", ""2 teaspoons garlic paste"", ""1 teaspoon ginger paste"", ""1 tablespoon lime juice"", ""1/2 teaspoon chili flakes"", ""1 pound chicken breast""]","[""For chicken mariade, whisk sweet chili sauce, soy sauce, sesame oil, garlic paste, ginger paste, lime juice, and chili flakes together in a large bowl. Add chicken pieces and toss to coat. Cover with plastic wrap, and marinate in the refrigerator for 30 minutes or up to overnight. Turn chicken pieces once or twice to ensure all are marinated thoroughly."", ""For creamy lime sauce, combine heavy cream, mayonnaise, lime zest, lime juice, and chili garlic sauce in another small bowl. Cover with plastic wrap; refrigerate until ready to use."", ""Cover a plate or platter with paper towels. Remove chicken from marinade to drain on the plate; pat chicken dry with additional paper towels. Preheat a large cast iron skillet or grill skillet to medium-high heat."", ""Add oil to the hot skillet. Working in batches if necessary, add chicken and cook, carefully turning pieces until lightly browned on all sides and no longer pink at the center. An instant read thermometer inserted near the center should read 165 degrees F (74 degrees C). Set aside on another plate, cover, and keep warm."", ""Place chicken pieces over rice on individual plates. Top with lime sauce, sprinkle with green onion and cilantro, and serve.""]",8,5,4,dinner,9.67,0,0,0,0,0
pilot_recipe_043,59784,302cf349fbf65b279d1545e6d03c6f11ff5f0105,Best Fried Green Tomatoes,Vegetarian,Vegetarian,Serve these crispy fried green tomatoes outside with a glass of iced tea on a warm summer night and enjoy the sunset with someone you love!,"[""4 large green tomatoes"", ""2 large eggs"", ""\u00bd cup milk"", ""1 cup all-purpose flour"", ""\u00bd cup cornmeal"", ""\u00bd cup bread crumbs"", ""2 teaspoons coarse kosher salt"", ""\u00bc teaspoon ground black pepper"", ""1 quart vegetable oil for frying""]","[""Gather all ingredients."", ""Slice tomatoes 1/2-inch thick. Discard the ends."", ""Whisk eggs and milk together in a medium-sized bowl. Scoop flour onto a plate. Mix cornmeal, bread crumbs, salt, and pepper on another plate. Dip tomatoes into flour to coat. Then dip tomatoes into milk and egg mixture; dredge in bread crumbs to completely coat."", ""Heat oil in a large deep skillet to 375 degrees F (190 degrees C). Place tomatoes in hot oil in batches of 4 or 5, to prevent them from touching; fry until crisp and golden brown on one side, then flip and fry on other side."", ""Transfer fried tomatoes to a paper towel-lined plate to drain. Repeat with remaining tomatoes."", ""Serve hot and enjoy!""]",9,6,5,vegetarian,9.65,0,0,0,0,0
